geography code,total,1,2,3,4,5,6+
E02006336,2670,1,34,245,677,847,866
E02006337,3303,1,11,118,227,566,2380
E02006338,2638,4,11,114,329,772,1408
E02006339,3379,9,70,234,844,896,1326
E02006341,3846,22,109,513,611,801,1790
E02006342,3392,50,307,733,892,396,1014
E02006343,3239,5,9,75,448,632,2070
E02006837,4130,9,38,291,608,453,2731
E02006344,3291,3,43,161,420,570,2094
E02006345,2411,6,20,94,424,521,1346
E02006346,3862,3,24,120,365,599,2751
E02006347,3079,7,45,255,742,707,1323
E02006348,3456,5,33,174,517,1020,1707
E02006349,3106,16,133,308,526,812,1311
E02006350,2400,2,53,321,415,459,1150
E02006351,3404,17,157,456,534,508,1732
E02006352,2274,3,22,151,330,522,1246
E02006353,2612,13,63,292,513,767,964
E02006354,3599,19,90,258,548,399,2285
E02006355,2368,15,45,268,536,612,892
E02006356,4977,146,454,1146,1051,693,1487
E02006357,2636,9,31,214,529,622,1231
E02006358,2472,28,136,266,243,506,1293
E02006359,2559,19,78,325,404,302,1431
E02006360,3220,6,39,219,485,576,1895
E02006361,2247,8,26,75,271,431,1436
E02006362,2677,4,38,143,259,420,1813
E02006363,2340,23,53,140,283,377,1464
E02006364,3177,56,303,646,699,611,862
E02006365,2535,11,62,249,487,330,1396
E02006366,3112,3,49,113,330,543,2074
E02006367,2444,28,75,232,281,317,1511
E02006368,2396,13,51,190,281,415,1446
E02006369,2866,5,68,246,578,496,1473
E02006370,2646,20,109,309,426,464,1318
E02006371,3025,22,132,453,538,503,1377
E02006372,2703,11,120,302,587,779,904
E02006373,3039,5,47,242,393,584,1768
E02006374,2868,17,55,277,444,488,1587
E02006375,2381,6,32,90,269,377,1607
E02006376,3349,7,29,245,650,523,1895
E02006377,2287,3,9,78,232,465,1500
E02006378,3325,15,22,156,454,653,2025
E02006379,2519,6,63,374,725,720,631
E02006380,2798,6,43,116,373,378,1882
E02006381,2767,3,46,134,451,439,1694
E02006382,2574,8,58,283,544,770,911
E02006383,3836,16,59,368,829,563,2001
E02006384,4197,40,169,637,969,696,1686
E02006385,4284,45,300,834,913,676,1516
E02006386,3164,16,101,301,495,509,1742
E02006387,2585,7,26,206,441,610,1295
E02006388,3553,19,67,354,711,901,1501
E02006389,2747,4,29,186,450,576,1502
E02006390,3134,9,31,221,434,865,1574
E02006391,2336,16,36,96,372,470,1346
E02006392,3587,23,153,559,923,654,1275
E02006393,2709,21,112,474,526,476,1100
E02006394,3333,14,159,472,508,558,1622
E02006395,3800,11,144,451,629,1025,1540
E02006396,2426,6,70,264,575,508,1003
E02006397,2323,5,31,112,314,276,1585
E02006398,3348,31,187,541,767,764,1058
E02006399,4574,78,167,540,864,1088,1837
E02006400,2374,9,75,250,466,404,1170
E02006401,3958,37,149,513,808,897,1554
E02006402,3869,19,43,168,463,915,2261
E02006403,2622,119,219,441,475,735,633
E02006404,2476,39,48,230,578,786,795
E02006405,3995,4,79,316,787,942,1867
E02006406,3528,64,266,618,690,715,1175
E02006407,3584,7,85,336,694,919,1543
E02006408,3486,15,145,354,929,880,1163
E02006409,2712,6,68,312,467,852,1007
E02006410,3163,15,100,310,740,945,1053
E02006411,3033,15,31,239,639,653,1456
E02006412,2831,4,60,229,430,493,1615
E02006413,2496,13,91,266,354,677,1095
E02006414,2539,4,40,160,421,741,1173
E02006415,3047,16,70,285,601,665,1410
E02006416,3398,2,48,194,320,558,2276
E02006417,2332,8,117,194,303,542,1168
E02006418,2778,11,53,194,347,438,1735
E02006419,3079,15,44,289,506,682,1543
E02006420,2788,6,38,148,359,159,2078
E02006421,2998,2,50,119,328,442,2057
E02006422,2344,1,17,112,208,594,1412
E02006423,4111,9,142,599,788,760,1813
E02006424,2360,6,29,83,142,315,1785
E02006425,2354,2,27,167,284,617,1257
E02006426,2266,1,20,111,322,471,1341
E02006427,2738,4,55,206,454,614,1405
E02006429,3149,2,186,352,686,422,1501
E02006430,3473,8,72,266,792,789,1546
E02006431,4265,10,101,437,966,666,2085
E02006432,2193,3,43,229,261,316,1341
E02006433,3760,4,55,267,530,514,2390
E02006434,2358,3,42,167,374,544,1228
E02006435,2361,21,48,182,369,469,1272
E02006436,2386,8,37,194,449,584,1114
E02006437,3199,7,47,221,442,616,1866
E02006438,3151,15,64,184,444,567,1877
E02006790,3047,2,24,254,492,652,1623
E02006439,2490,4,53,250,391,530,1262
E02006440,2844,2,20,94,323,699,1706
E02006441,3296,21,118,482,757,623,1295
E02006442,2290,2,39,97,215,213,1724
E02006443,3141,12,86,394,633,873,1143
E02006444,2718,7,57,151,506,483,1514
E02006445,2995,18,87,400,553,557,1380
E02006446,2730,1,33,189,315,437,1755
E02006447,2412,17,35,109,241,496,1514
E02006448,2818,15,36,133,453,574,1607
E02006449,2894,2,33,254,508,526,1571
E02006450,2563,2,26,129,322,417,1667
E02006451,4372,26,53,413,615,782,2483
E02006453,3235,11,32,247,463,535,1947
E02006454,2766,9,56,208,489,445,1559
E02006455,2445,26,98,322,363,474,1162
E02006839,3271,13,62,290,367,391,2148
E02006456,3174,18,56,261,599,912,1328
E02006457,3615,6,30,214,393,442,2530
E02006458,3498,11,47,224,368,444,2404
E02006459,3618,30,193,662,723,984,1026
E02006460,3945,13,119,676,1104,999,1034
E02006461,2696,42,108,236,420,360,1530
E02006462,3339,6,76,353,594,847,1463
E02006463,4393,67,404,928,1105,691,1198
E02006464,2882,8,86,387,552,685,1164
E02006465,2509,15,116,203,327,317,1531
E02006466,3355,9,68,249,466,1129,1434
E02006467,2443,5,12,66,206,398,1756
E02006534,3544,0,38,166,529,1228,1583
E02006535,2829,2,9,90,411,802,1515
E02006536,2875,2,15,131,499,893,1335
E02006537,4304,15,108,557,1038,1292,1294
E02006538,4059,28,135,595,1000,845,1456
E02006539,3132,13,55,306,651,1110,997
E02006540,2589,27,75,280,621,841,745
E02006541,3625,18,161,574,993,909,970
E02006542,2629,8,44,226,497,561,1293
E02006543,2432,8,20,130,399,808,1067
E02006544,4128,11,60,205,660,1039,2153
E02006545,3458,15,90,310,780,1202,1061
E02006546,4201,7,48,314,709,1213,1910
E02006547,2300,3,43,136,418,617,1083
E02006548,4133,2,51,292,844,1303,1641
E02006549,2864,2,23,91,513,715,1520
E02006550,4118,4,36,284,756,1221,1817
E02006551,4049,7,58,323,1023,854,1784
E02006552,3462,111,366,882,738,562,803
E02006553,3139,2,42,226,809,1015,1045
E02006554,3140,3,64,274,624,715,1460
E02006555,3164,24,141,477,770,874,878
E02006556,3659,14,39,146,514,852,2094
E02006557,2828,36,134,341,486,798,1033
E02006558,4850,223,512,1437,1311,504,863
E02006559,3831,6,15,134,544,983,2149
E02006560,4321,6,44,249,1120,1453,1449
E02006561,2636,7,32,142,363,527,1565
E02006562,2387,0,41,100,255,334,1657
E02006563,2392,1,18,117,288,416,1552
E02006564,3424,11,85,357,693,844,1434
E02006565,3502,3,63,195,483,755,2003
E02006566,3356,14,38,166,479,711,1948
E02006567,3149,4,31,118,495,709,1792
E02006568,4791,47,156,693,1370,1116,1409
E02006569,3197,9,40,188,537,633,1790
E02006570,4130,69,207,816,915,886,1237
E02006571,3343,5,58,215,464,802,1799
E02006572,3807,7,65,358,664,936,1777
E02006573,4871,7,79,247,869,1061,2608
E02006574,4863,11,91,378,954,1279,2150
E02006575,2942,25,73,294,446,1030,1074
E02006576,3228,6,36,216,559,672,1739
E02006577,3301,18,113,455,659,775,1281
E02006578,4141,83,216,752,919,791,1380
E02006579,3269,20,127,385,440,807,1490
E02006580,3281,7,45,307,643,879,1400
E02006581,3650,50,237,542,720,725,1376
E02006582,3008,1,35,171,568,412,1821
E02006583,3809,12,76,462,774,714,1771
E02006584,2900,16,50,516,491,1127,700
E02006585,3096,7,26,220,416,1053,1374
E02006586,2662,16,51,215,258,1267,855
E02006587,3440,25,165,644,809,1017,780
E02006588,3198,45,196,404,577,584,1392
E02006589,4465,34,36,240,606,1011,2538
E02006590,3646,13,74,410,800,721,1628
E02006591,3428,24,122,400,676,801,1405
E02006592,2430,18,67,140,224,353,1628
E02006593,4697,81,232,854,961,868,1701
E02006594,2892,4,41,294,508,775,1270
E02006595,3154,16,37,121,338,392,2250
E02006596,3342,3,55,288,534,627,1835
E02006597,3945,9,78,324,625,933,1976
E02006598,2184,6,29,89,290,459,1311
E02006599,3049,2,20,59,236,389,2343
E02006600,4324,8,76,462,923,976,1879
E02006601,3464,11,72,305,577,676,1823
E02006602,2921,6,21,83,298,581,1932
E02006603,3784,26,100,203,660,842,1953
E02006604,5493,69,333,851,1083,1137,2020
E02006605,2429,4,47,120,280,461,1517
E02006606,3310,5,70,167,524,721,1823
E02006607,2981,4,40,117,365,571,1884
E02006608,2343,3,30,115,298,492,1405
E02006609,2729,9,46,169,303,496,1706
E02006610,2784,8,41,260,331,486,1658
E02006611,4165,2,43,203,500,921,2496
E02006612,4656,35,286,989,1170,660,1516
E02006613,3028,13,85,315,652,887,1076
E02006614,4149,11,87,375,602,807,2267
E02006615,2608,2,39,164,447,712,1244
E02006616,3264,0,27,184,579,955,1519
E02006617,3877,11,149,633,829,1010,1245
E02006618,2377,3,6,21,291,556,1500
E02006619,3192,11,56,184,443,698,1800
E02006620,4024,8,73,280,631,918,2114
E02006621,3330,4,15,132,557,849,1773
E02006622,3466,28,100,279,744,853,1462
E02006623,3340,3,31,299,878,1117,1012
E02006624,2862,10,49,119,413,384,1887
E02006625,3295,36,95,380,407,778,1599
E02006626,3001,5,45,247,573,1190,941
E02006627,3758,17,46,322,819,1076,1478
E02006628,3969,67,251,645,844,857,1305
E02006629,3391,67,173,425,639,905,1182
E02006630,4164,120,365,1184,1481,350,664
E02006631,4945,309,682,1331,1300,517,806
E02006632,3783,15,116,460,1011,648,1533
E02006633,3740,4,36,155,755,920,1870
E02002985,2176,4,49,189,273,618,1043
E02002986,2307,3,56,314,479,655,800
E02002987,2324,4,31,139,358,388,1404
E02002988,2412,9,37,252,400,633,1081
E02002989,2306,47,30,172,321,496,1240
E02002990,2828,41,255,449,553,536,994
E02002991,5472,125,498,1570,1235,673,1371
E02002992,2483,54,64,315,364,353,1333
E02002993,2666,57,256,660,582,344,767
E02002994,4279,11,65,249,462,739,2753
E02002995,2273,20,65,369,607,655,557
E02002996,3500,65,142,313,595,524,1861
E02002997,2216,6,33,134,333,609,1101
E02002998,2277,6,39,245,412,523,1052
E02002999,2327,3,31,188,442,718,945
E02003000,3830,4,32,194,410,666,2524
E02003001,2240,9,52,155,213,247,1564
E02003002,2336,5,72,222,460,452,1125
E02003003,2364,0,29,113,449,799,974
E02003004,2392,5,19,131,196,434,1607
E02003005,2479,2,14,105,169,352,1837
E02003006,3473,8,85,149,603,776,1852
E02003007,3371,1,30,185,469,870,1816
E02003008,2300,3,42,166,482,638,969
E02003009,2455,2,27,168,448,556,1254
E02003010,2299,1,26,84,382,820,986
E02003011,2130,1,11,132,273,572,1141
E02003172,2688,5,46,182,637,805,1013
E02003173,3027,0,32,244,978,997,776
E02003174,3486,4,61,243,757,917,1504
E02003175,3750,3,69,282,876,1053,1467
E02003176,2976,13,79,429,930,808,717
E02003177,3188,7,52,145,501,711,1772
E02003178,3417,25,92,335,661,957,1347
E02003179,2766,60,81,313,608,813,891
E02003180,3617,47,133,511,709,535,1682
E02003181,3341,32,77,272,543,490,1927
E02003182,2689,45,70,133,336,353,1752
E02003183,2765,32,109,241,496,249,1638
E02003184,3171,82,185,437,972,374,1121
E02003185,3035,15,31,221,644,633,1491
E02003186,3684,76,220,564,916,633,1275
E02003187,4015,65,271,580,968,687,1444
E02003188,5433,329,826,1525,1762,352,639
E02003189,3935,76,228,744,1148,451,1288
E02003190,5441,472,973,1564,1660,347,425
E02003191,3840,29,152,395,891,665,1708
E02003192,5008,316,522,1202,1746,666,556
E02006883,3204,146,367,828,1156,381,326
E02006885,3898,213,330,713,1613,551,478
E02003012,4806,12,119,468,1360,1119,1728
E02003013,4850,12,114,613,722,1941,1448
E02003014,3331,15,77,374,1053,781,1031
E02003015,2436,6,46,166,503,497,1218
E02003016,3059,25,102,371,566,1052,943
E02003017,2736,10,63,313,519,447,1384
E02003018,2393,6,30,214,205,704,1234
E02003019,3995,37,108,369,644,1305,1532
E02003020,2504,6,29,158,283,248,1780
E02003021,2670,17,75,204,293,685,1396
E02003022,2389,1,9,49,145,324,1861
E02003023,2630,1,38,298,586,532,1175
E02003024,3599,26,141,447,720,705,1560
E02003025,2726,16,40,337,383,747,1203
E02003026,3241,7,61,161,467,448,2097
E02003027,4578,51,218,430,507,744,2628
E02003028,3430,92,176,346,587,429,1800
E02003029,2448,12,79,184,256,888,1029
E02003030,3088,52,177,432,565,722,1140
E02003031,4083,155,345,597,618,454,1914
E02003032,3083,13,100,395,445,927,1203
E02003033,3613,93,298,670,927,384,1241
E02003034,5569,145,644,1246,1192,1069,1273
E02003036,3913,450,517,917,869,380,780
E02003037,4038,110,384,868,1156,580,940
E02003038,2795,27,100,306,437,919,1006
E02003039,3518,33,193,470,620,1108,1094
E02003040,4392,101,343,656,1101,1327,864
E02003041,2979,59,248,607,917,407,741
E02003043,4647,225,942,1129,946,481,924
E02003044,2513,6,73,228,343,927,936
E02003045,2988,60,344,570,806,367,841
E02003046,4107,9,125,446,814,1372,1341
E02003047,4474,30,274,748,760,860,1802
E02003048,3212,32,239,608,656,803,874
E02003049,3122,11,69,286,518,952,1286
E02003050,4322,37,465,1047,921,1038,814
E02003051,2831,15,82,328,500,936,970
E02003052,2835,12,51,169,402,988,1213
E02003053,3342,32,102,324,259,704,1921
E02003054,2698,26,96,334,273,611,1358
E02003055,3118,12,54,225,226,1672,929
E02003056,2841,6,43,296,404,1493,599
E02003057,2434,13,61,189,176,810,1185
E02003058,3836,14,94,431,739,1251,1307
E02003059,2374,10,34,135,416,832,947
E02003060,4591,10,80,569,577,1259,2096
E02003061,2481,5,41,232,689,757,757
E02003062,2435,10,42,411,475,800,697
E02003063,2947,0,7,57,335,1146,1402
E02003064,2834,17,54,400,850,866,647
E02006887,3380,182,683,1159,937,258,161
E02006888,2857,75,198,583,589,742,670
E02006889,3015,83,272,680,950,657,373
E02006890,3621,92,188,483,742,1101,1015
E02003892,2769,4,39,159,512,641,1414
E02003893,2819,2,23,124,433,612,1625
E02003894,3479,6,64,182,781,880,1566
E02003895,3379,7,45,199,667,902,1559
E02003896,2608,14,98,286,530,702,978
E02003897,2228,3,14,45,244,535,1387
E02003898,2879,3,27,120,428,564,1737
E02003899,2372,0,27,212,538,701,894
E02003900,3090,5,24,182,526,968,1385
E02003901,3369,5,40,227,638,746,1713
E02003902,2383,2,36,211,507,712,915
E02003903,2872,4,40,196,611,811,1210
E02003904,2509,4,72,221,521,652,1039
E02003905,2556,3,34,117,492,616,1294
E02003906,2362,5,56,176,400,482,1243
E02003907,3404,7,61,270,634,819,1613
E02003908,3387,16,40,200,781,945,1405
E02003909,3914,11,49,280,847,1104,1623
E02003910,3002,41,122,593,555,516,1175
E02003911,3594,5,41,147,356,694,2351
E02003912,3496,6,45,214,463,788,1980
E02003913,2564,15,26,127,312,492,1592
E02003914,3146,19,154,399,725,929,920
E02003915,3308,22,103,363,778,957,1085
E02003916,3034,160,174,359,570,528,1243
E02003917,3167,7,54,139,609,951,1407
E02003918,2969,3,25,151,639,767,1384
E02003919,2998,31,102,405,781,750,929
E02003920,3093,19,114,256,650,785,1269
E02003921,2517,4,21,153,525,752,1062
E02003922,3262,17,67,277,692,919,1290
E02003923,3090,15,146,237,689,828,1175
E02003924,3123,20,51,438,566,767,1281
E02003925,2892,3,31,142,609,829,1278
E02003926,3117,6,17,124,374,736,1860
E02003927,3674,12,51,188,580,854,1989
E02003928,4916,3,106,399,1023,1332,2053
E02003929,2957,15,37,177,457,769,1502
E02003930,3600,7,43,223,483,835,2009
E02003931,4484,39,105,407,924,1110,1899
E02003932,2853,4,19,104,383,560,1783
E02003933,3078,7,69,202,472,678,1650
E02003934,2734,8,53,126,382,610,1555
E02003935,3926,15,121,422,791,911,1666
E02003936,3414,5,29,117,459,740,2064
E02003937,2396,6,37,142,381,542,1288
E02003938,2810,7,50,152,514,671,1416
E02003939,2955,20,103,296,541,705,1290
E02003940,2553,7,35,95,313,567,1536
E02003941,3098,12,103,291,495,801,1396
E02003942,3148,8,94,385,600,988,1073
E02003943,3445,29,199,373,683,840,1321
E02003944,4031,16,93,324,757,1185,1656
E02003945,2656,10,89,197,465,665,1230
E02003946,3714,7,64,230,650,912,1851
E02003947,2753,3,44,150,446,649,1461
E02003948,3685,58,117,292,935,968,1315
E02003949,3472,59,357,621,845,684,906
E02003950,2429,14,61,183,487,586,1098
E02003951,2920,8,73,187,596,801,1255
E02003952,2853,8,118,349,545,670,1163
E02003953,4232,14,78,258,912,989,1981
E02003954,3091,63,266,625,572,461,1104
E02003955,4032,22,159,432,846,1060,1513
E02003956,2884,13,50,195,484,864,1278
E02003957,4192,9,78,245,753,1140,1967
E02003958,3180,5,31,151,593,922,1478
E02003959,2841,3,44,162,602,965,1065
E02003960,2577,4,32,133,449,612,1347
E02003961,3866,0,58,195,562,1165,1886
E02003962,2587,25,54,165,401,631,1311
E02003963,4195,24,134,531,907,1072,1527
E02003964,3407,12,48,167,576,742,1862
E02006781,989,20,74,109,179,186,421
E02003065,3960,16,97,614,822,695,1716
E02003066,2613,1,5,123,286,410,1788
E02003067,3174,3,68,283,494,553,1773
E02003068,2671,2,24,114,367,660,1504
E02003069,2390,6,25,174,386,380,1419
E02003070,4942,9,55,189,524,830,3335
E02003071,3521,22,147,417,686,704,1545
E02003072,4127,55,54,274,553,1014,2177
E02003073,2651,2,6,64,191,516,1872
E02003074,3448,9,117,263,680,846,1533
E02003075,2288,1,4,57,146,389,1691
E02003076,3761,4,66,137,451,803,2300
E02003077,2491,4,30,97,299,400,1661
E02003078,2756,6,33,139,314,503,1761
E02003079,3905,2,46,205,720,864,2068
E02003080,3917,8,46,260,693,1429,1481
E02003081,4126,4,28,264,523,960,2347
E02003082,4453,101,310,799,1393,632,1218
E02003084,4665,86,300,1012,1290,561,1416
E02003085,3307,7,75,409,1219,739,858
E02003086,2810,46,111,438,719,329,1167
E02003087,4029,6,21,185,723,964,2130
E02003088,3451,5,41,184,360,520,2341
E02003089,2532,1,13,92,532,692,1202
E02006845,3352,2,88,207,859,907,1289
E02006846,2887,18,77,295,817,772,908
E02003122,2843,3,28,132,359,652,1669
E02003123,3508,2,31,382,999,1097,997
E02003124,3333,6,42,390,976,978,941
E02003125,2648,3,35,434,696,639,841
E02003126,2909,16,98,329,433,1108,925
E02003127,3060,5,25,231,658,997,1144
E02003128,3823,5,50,568,1055,1129,1016
E02003129,2760,7,59,248,373,772,1301
E02003130,4392,6,41,377,1012,1531,1425
E02003131,3193,2,25,254,849,1206,857
E02003132,3398,13,56,273,565,812,1679
E02003133,3012,2,24,125,529,974,1358
E02003134,2735,3,22,265,325,1182,938
E02003135,3008,3,30,232,1005,997,741
E02003136,3286,3,41,231,518,752,1741
E02003137,3125,13,65,180,357,411,2099
E02003138,3138,11,40,251,340,606,1890
E02003139,2544,1,14,49,512,766,1202
E02003140,3126,0,19,111,450,878,1668
E02003141,3690,25,185,626,801,834,1219
E02003142,3877,6,71,469,724,1209,1398
E02003143,3295,11,49,297,703,780,1455
E02003144,3257,56,272,725,565,331,1308
E02003145,3049,32,245,434,554,401,1383
E02003146,3522,31,140,494,637,647,1573
E02003147,3579,43,269,827,1261,723,456
E02003148,4376,158,635,1377,1193,447,566
E02003149,4158,67,276,907,1024,709,1175
E02003150,6100,170,749,1884,1615,739,943
E02003151,3213,0,6,107,393,892,1815
E02003152,3971,11,64,218,542,1065,2071
E02003153,3379,24,25,253,646,939,1492
E02003194,2440,1,16,102,303,459,1559
E02003195,2176,4,30,154,324,666,998
E02003196,4197,5,35,120,475,839,2723
E02003197,2809,0,29,280,533,716,1251
E02003198,2898,14,63,277,628,869,1047
E02003199,3986,9,45,321,1020,1287,1304
E02003200,4139,3,39,327,1070,1339,1361
E02003201,4458,18,107,579,923,1248,1583
E02003202,2671,39,73,323,689,511,1036
E02003203,3173,6,76,283,740,838,1230
E02003204,3781,22,76,448,870,843,1522
E02003205,3354,4,34,197,452,1014,1653
E02003206,4077,60,81,333,791,670,2142
E02003207,2861,6,21,321,592,1066,855
E02003208,5025,67,290,1097,1621,819,1131
E02003209,2686,10,102,361,518,815,880
E02003210,4386,35,81,499,1048,712,2011
E02003211,4413,5,46,317,1320,983,1742
E02003090,2802,3,37,120,360,495,1787
E02003091,2756,6,41,177,300,674,1558
E02003092,2801,2,12,79,241,446,2021
E02003093,2726,5,32,109,212,444,1924
E02003094,3319,14,36,143,486,660,1980
E02003095,2723,1,33,117,351,521,1700
E02003096,2719,4,61,216,555,817,1066
E02003097,2681,13,19,131,308,628,1582
E02003098,4145,18,132,347,1173,682,1793
E02003099,2842,11,41,102,412,1103,1173
E02003100,4514,13,62,333,776,1449,1881
E02003101,4289,7,125,407,1075,829,1846
E02003102,2577,0,8,77,207,547,1738
E02003103,2793,4,23,95,309,1409,953
E02003104,3196,6,35,185,445,1038,1487
E02003105,2554,7,27,144,235,544,1597
E02003106,3596,6,69,212,692,681,1936
E02003107,4514,26,169,444,587,1066,2222
E02003108,3813,15,74,270,535,944,1975
E02003109,2445,0,9,85,155,440,1756
E02003110,3998,4,23,82,632,770,2487
E02003111,2689,2,63,298,313,441,1572
E02003112,2635,9,66,237,375,796,1152
E02003113,4161,6,35,193,476,731,2720
E02003114,3133,13,64,346,481,936,1293
E02003115,3994,22,129,491,595,1298,1459
E02003116,3264,11,78,397,622,985,1171
E02003117,3615,11,137,372,539,1009,1547
E02003118,4250,9,80,417,781,1139,1824
E02003119,4163,7,32,257,875,1119,1873
E02003120,3531,8,55,235,395,822,2016
E02003121,4300,12,83,228,746,1003,2228
E02003212,3607,8,37,332,624,905,1701
E02003214,2745,9,44,311,995,774,612
E02003215,3068,11,79,189,543,796,1450
E02003216,3911,8,70,326,627,1037,1843
E02003217,2775,4,61,378,415,798,1119
E02003218,2596,18,55,291,275,880,1077
E02003219,2536,3,13,74,212,378,1856
E02003220,4321,18,99,340,659,959,2246
E02003221,2872,28,115,349,554,1005,821
E02003222,2525,9,25,177,594,404,1316
E02003223,4306,16,110,485,999,1375,1321
E02003224,3814,8,48,168,705,1173,1712
E02003225,2552,13,107,227,572,490,1143
E02003226,3345,52,308,669,688,909,719
E02003227,2789,15,108,475,711,895,585
E02003228,2698,15,85,166,335,754,1343
E02003229,2300,9,57,113,556,425,1140
E02003230,3548,69,343,515,697,963,961
E02003231,3445,18,73,298,808,1264,984
E02003232,3522,33,194,451,597,524,1723
E02003233,3838,13,68,589,756,1228,1184
E02003234,3615,13,52,352,488,1202,1508
E02003235,3349,7,90,318,527,567,1840
E02003236,4403,11,49,259,580,1100,2404
E02006847,3551,4,49,267,652,566,2013
E02006848,2892,6,98,474,664,539,1111
E02006849,3437,2,29,143,579,630,2054
E02003154,3038,2,49,184,657,1094,1052
E02003155,2568,24,98,357,472,505,1112
E02003156,3944,2,48,254,927,1067,1646
E02003157,2819,81,154,406,570,580,1028
E02003158,2529,5,70,332,614,548,960
E02003159,2449,14,98,274,458,554,1051
E02003161,3553,146,462,917,955,446,627
E02003163,4109,99,224,718,1180,564,1324
E02003164,3821,5,57,268,691,956,1844
E02003165,3038,18,25,179,557,911,1348
E02003166,4349,19,61,340,991,1469,1469
E02003167,4448,96,462,940,1265,671,1014
E02003168,3081,15,75,318,618,817,1238
E02003169,3027,2,16,69,484,880,1576
E02003170,4500,19,131,518,1060,1152,1620
E02003171,3236,10,48,213,855,839,1271
E02006840,4501,36,116,272,709,1187,2181
E02006634,3533,2,39,154,445,570,2323
E02006635,3415,10,96,351,665,683,1610
E02006636,3059,6,40,181,538,569,1725
E02006637,4505,5,97,289,969,1094,2051
E02006638,3076,8,118,443,656,524,1327
E02006639,3391,6,19,117,445,654,2150
E02006640,2941,0,22,83,406,546,1884
E02006641,2968,5,23,137,451,581,1771
E02006642,2412,0,7,71,353,552,1429
E02006643,4512,9,83,281,1193,1349,1597
E02006644,2782,8,17,98,393,527,1739
E02006645,2992,5,52,161,498,649,1627
E02006646,2242,2,16,103,244,413,1464
E02006647,2337,4,11,52,153,277,1840
E02006648,2398,1,41,83,384,407,1482
E02006649,2979,28,103,216,588,726,1318
E02006650,4387,3,43,121,799,838,2583
E02006651,2760,6,25,89,233,401,2006
E02006652,3703,1,41,190,508,724,2239
E02006653,3989,2,21,201,665,928,2172
E02006654,4291,28,163,664,1007,965,1464
E02006655,2703,2,9,63,213,464,1952
E02006656,2867,10,71,187,632,534,1433
E02006657,3951,6,48,327,777,1072,1721
E02006658,3162,7,52,198,537,781,1587
E02006659,2997,2,24,138,489,685,1659
E02006660,5481,14,84,382,916,1166,2919
E02006661,2808,2,26,82,528,749,1421
E02006662,2367,0,22,94,313,807,1131
E02006663,4264,11,46,236,993,1019,1959
E02006664,2683,1,17,43,348,603,1671
E02006665,2953,1,27,135,449,706,1635
E02006666,2338,2,21,146,419,537,1213
E02006667,2509,7,27,178,663,716,918
E02006668,2517,21,38,177,358,502,1421
E02006669,4358,5,75,250,733,970,2325
E02006670,3068,25,170,489,628,673,1083
E02006671,2791,39,111,337,706,518,1080
E02006672,2728,22,35,152,359,630,1530
E02006673,2435,12,55,370,442,422,1134
E02006674,2425,4,60,210,509,627,1015
E02006675,3229,6,37,84,329,543,2230
E02006676,2658,8,27,152,406,594,1471
E02006677,3201,8,23,116,377,679,1998
E02006678,3033,2,28,120,469,1001,1413
E02006679,3872,5,21,144,483,699,2520
E02006680,3251,23,101,270,704,558,1595
E02006681,2538,6,24,75,324,401,1708
E02006682,4286,22,93,304,606,911,2350
E02006683,3094,4,55,159,396,575,1905
E02006684,2778,31,213,390,505,705,934
E02006685,3234,14,84,228,525,630,1753
E02006686,2130,0,18,89,309,537,1177
E02006687,3017,3,97,202,628,801,1286
E02006688,2447,30,36,124,414,736,1107
E02006689,2584,3,29,64,224,440,1824
E02006690,2865,5,21,121,376,561,1781
E02006691,5595,15,136,427,1220,1400,2397
E02006692,2290,7,40,149,569,608,917
E02006693,2462,4,50,135,446,676,1151
E02006694,2791,18,87,361,618,624,1083
E02006695,2762,2,19,88,327,526,1800
E02004129,2363,0,18,70,371,470,1434
E02004130,2873,16,91,279,777,752,958
E02004131,2421,0,9,86,504,719,1103
E02004132,3349,3,20,104,423,679,2120
E02004133,3711,10,61,263,719,997,1661
E02004134,2810,6,16,119,332,631,1706
E02004135,3604,6,34,87,482,731,2264
E02004136,3398,6,40,143,469,722,2018
E02004137,2375,4,20,109,291,458,1493
E02004138,3564,4,78,409,880,836,1357
E02004139,3032,3,25,177,639,862,1326
E02004140,2606,3,38,220,615,508,1222
E02004141,2472,2,9,102,396,567,1396
E02004142,2224,3,17,84,295,431,1394
E02004143,2679,0,12,120,432,801,1314
E02004144,2973,3,12,104,693,721,1440
E02004145,2896,6,33,206,491,610,1550
E02004146,3043,1,27,232,659,798,1326
E02004147,3328,57,209,484,818,689,1071
E02004148,3350,20,87,423,881,621,1318
E02004149,2681,8,33,162,384,540,1554
E02004150,2835,28,69,285,588,863,1002
E02004151,3284,3,30,180,514,917,1640
E02004152,2986,88,272,534,512,367,1213
E02004153,3219,4,90,265,958,1072,830
E02004154,3183,49,100,327,497,728,1482
E02004155,3305,3,41,354,928,689,1290
E02004156,4766,190,736,1478,1072,578,712
E02004157,2993,44,151,465,576,519,1238
E02004158,3317,24,106,307,550,995,1335
E02004159,3939,6,38,265,743,1039,1848
E02004160,3030,15,47,194,474,937,1363
E02004161,3313,9,64,447,727,1047,1019
E02004162,3247,14,120,426,739,773,1175
E02004163,3144,11,53,280,589,717,1494
E02004164,2747,9,14,108,272,507,1837
E02004165,3433,3,41,139,575,917,1758
