geography code,total,1,2,3,4+
E02004697,2223,492,876,359,496
E02004698,2503,967,745,374,417
E02004699,4442,1162,1699,694,887
E02004700,2170,548,662,396,564
E02004702,3241,801,1110,552,778
E02004703,4175,747,1796,655,977
E02004704,2325,539,913,378,495
E02004705,3532,1008,1221,542,761
E02004706,3030,817,1128,449,636
E02004707,4529,1123,1753,678,975
E02004708,3918,1377,1323,537,681
E02004709,3020,613,1276,521,610
E02004710,2569,577,977,431,584
E02006829,2772,690,1167,428,487
E02006838,2809,721,1212,359,517
E02004712,3487,759,1385,524,819
E02004713,3212,789,1180,554,689
E02004714,3371,980,1343,456,592
E02004715,3429,993,1203,589,644
E02004716,3563,863,1261,655,784
E02004717,3996,1132,1356,684,824
E02004718,3796,1162,1278,645,711
E02004719,3977,901,1436,644,996
E02004720,4748,1441,1833,690,784
E02004721,3569,731,1238,662,938
E02004722,3098,972,1085,415,626
E02004723,3816,829,1522,675,790
E02004724,3200,833,1201,534,632
E02004725,2398,842,830,324,402
E02004726,2517,707,999,377,434
E02004727,3384,554,1305,661,864
E02004728,3472,834,1280,624,734
E02004729,3062,777,1152,559,574
E02004730,3544,764,1535,543,702
E02004731,3232,801,1213,522,696
E02004732,3279,752,1311,526,690
E02004733,3111,816,1213,500,582
E02004734,4370,1266,1660,657,787
E02004735,3206,785,1414,463,544
E02004736,3398,891,1387,518,602
E02004737,3278,1085,1113,501,579
E02004738,3212,892,1251,520,549
E02004739,2913,759,1205,425,524
E02004740,3118,838,1281,442,557
E02004741,3161,787,1183,524,667
E02004742,3231,934,1233,465,599
E02004743,3162,794,1172,559,637
E02004744,3251,730,1027,647,847
E02004745,3900,1192,1353,643,712
E02004746,4616,1296,1786,645,889
E02004747,2914,906,1046,499,463
E02004748,4767,2040,1553,620,554
E02004749,3058,875,1242,399,542
E02004750,3370,1012,1284,515,559
E02004751,3293,744,1220,596,733
E02004752,3162,610,1101,598,853
E02004753,3851,796,1411,659,985
E02004754,2549,675,1019,327,528
E02004755,4728,1288,1570,728,1142
E02004756,3214,684,1109,605,816
E02004757,3160,606,1249,523,782
E02004758,3100,690,1213,472,725
E02004759,3239,778,1168,526,767
E02004760,2941,585,1080,499,777
E02004761,2273,505,847,396,525
E02004764,3421,945,1426,478,572
E02004765,2640,734,1034,431,441
E02004766,2632,810,859,399,564
E02004767,2247,536,726,410,575
E02004768,2274,617,779,376,502
E02004769,2478,626,789,462,601
E02004770,2880,892,895,498,595
E02004771,3621,952,1252,635,782
E02004772,3852,1049,1442,596,765
E02004774,4329,1400,1772,524,633
E02004775,3969,1276,1517,528,648
E02004776,2546,668,1117,326,435
E02004777,2608,938,1078,307,285
E02004778,2805,903,1241,339,322
E02006822,3602,878,1424,588,712
E02006830,2771,797,930,464,580
E02006831,2636,654,1071,436,475
E02004779,4691,1267,1959,660,805
E02004780,2550,718,897,445,490
E02004781,3332,847,1143,605,737
E02004782,3322,1022,1172,535,593
E02004783,2924,705,1099,530,590
E02004784,2289,499,1011,350,429
E02004785,2422,731,1000,316,375
E02004786,3608,900,1319,644,745
E02004787,3480,1085,1493,445,457
E02004788,2887,649,1169,438,631
E02004789,4406,1178,1678,692,858
E02004790,3445,1163,1259,463,560
E02004791,2201,504,790,390,517
E02004792,3723,926,1606,547,644
E02004793,3081,813,1332,366,570
E02004794,2825,664,1180,442,539
E02004795,4028,1460,1619,437,512
E02004796,4259,1074,1958,541,686
E02004797,3540,1177,1258,504,601
E02004798,2668,869,897,432,470
E02004799,3881,1554,1460,434,433
E02004800,3561,1101,1806,316,338
E02004801,3716,1304,1678,317,417
E02004802,2547,581,860,414,692
E02004803,2648,626,693,489,840
E02004804,2780,566,1018,499,697
E02004805,3334,830,1194,584,726
E02004806,3177,666,1118,600,793
E02004807,3785,1065,1319,626,775
E02004808,4180,1219,1311,686,964
E02004809,2856,753,787,484,832
E02004810,2945,708,962,551,724
E02004811,3210,1102,1034,459,615
E02004812,2395,454,843,452,646
E02004813,2487,721,804,425,537
E02004814,2861,617,1158,461,625
E02004815,2837,616,898,561,762
E02004816,3968,1277,1410,561,720
E02004817,3259,893,1246,502,618
E02004818,4092,931,1614,636,911
E02004819,3291,900,1268,495,628
E02004820,2856,577,1209,430,640
E02004821,2161,495,951,298,417
E02004822,3255,760,1385,460,650
E02004823,3814,985,1531,572,726
E02004824,2864,1213,962,339,350
E02004825,4416,1054,1803,688,871
E02004826,2620,582,1074,397,567
E02004827,2831,464,969,543,855
E02004828,2501,491,1049,401,560
E02004829,2236,430,923,366,517
E02004830,2608,657,1052,352,547
E02004831,3417,847,1372,471,727
E02004832,3591,939,1410,523,719
E02004833,3428,910,1199,470,849
E02004834,3167,1197,1014,437,519
E02004835,4418,1873,1388,510,647
E02004836,2177,599,583,293,702
E02004837,3092,782,1161,444,705
E02004838,3685,929,1399,551,806
E02004839,3314,710,1402,493,709
E02004840,3986,1090,1512,561,823
E02004841,4517,1145,1736,710,926
E02004842,3229,729,1253,532,715
E02004996,3331,895,1229,535,672
E02004997,3161,784,1302,485,590
E02004998,2669,606,1033,407,623
E02004999,5136,1395,1751,874,1116
E02005000,3922,1229,1188,673,832
E02005001,3575,892,1285,596,802
E02005002,3795,1136,1305,613,741
E02005003,3069,674,887,589,919
E02005004,4473,909,1426,879,1259
E02005005,2952,586,1257,497,612
E02005006,2193,503,870,321,499
E02005007,3494,846,1366,535,747
E02005008,3686,1204,1442,467,573
E02005009,2331,583,910,353,485
E02005010,3522,1597,1016,434,475
E02005011,3152,879,1328,402,543
E02005012,3603,1056,1242,550,755
E02005013,3558,1089,1344,481,644
E02005014,3688,956,1624,493,615
E02005015,3352,769,1289,552,742
E02005016,3317,1004,1198,496,619
E02005017,3303,1205,1145,458,495
E02005018,3393,860,1431,489,613
E02005019,2380,589,890,388,513
E02005020,2865,724,1049,471,621
E02005021,2635,678,1047,381,529
E02005022,2959,686,792,441,1040
E02005023,3158,1064,784,532,778
E02005025,3495,1135,1166,494,700
E02005026,3046,706,1212,491,637
E02005027,2203,585,828,329,461
E02006855,2356,678,766,380,532
E02006856,4786,1825,1544,670,747
E02005028,3156,1102,911,489,654
E02005029,4021,1210,1378,688,745
E02005030,4093,1281,1207,705,900
E02005031,3258,1112,997,535,614
E02005032,3931,1372,1196,647,716
E02005033,2897,1038,894,424,541
E02005034,2843,548,966,499,830
E02005035,3038,768,961,502,807
E02005036,2556,771,745,436,604
E02005037,2742,583,1061,425,673
E02005038,2333,614,839,336,544
E02005039,2692,666,969,427,630
E02005040,2521,578,1044,385,514
E02005041,2851,714,1083,479,575
E02005042,3999,1321,1546,494,638
E02005043,3353,1147,1249,468,489
E02005044,3446,1518,1178,373,377
E02005045,3298,900,1174,558,666
E02005046,2619,703,923,414,579
E02005047,3354,1065,1232,532,525
E02005048,2678,623,1148,426,481
E02005049,3200,975,1455,363,407
E02005050,3719,923,1472,606,718
E02005051,5514,1689,1702,1021,1102
E02005052,3590,1596,1082,434,478
E02005053,3813,1387,1128,631,667
E02005054,2876,715,1257,435,469
E02005055,3167,964,931,569,703
E02005056,4550,2079,1092,625,754
E02005057,4146,1185,1207,719,1035
E02005058,2974,779,914,523,758
E02005059,3819,989,1206,609,1015
E02005060,2879,771,976,430,702
E02005061,2777,781,792,502,702
E02005062,2606,476,920,495,715
E02005063,2469,535,778,468,688
E02005064,2702,634,1101,414,553
E02005065,2904,840,894,503,667
E02005066,3146,672,1293,473,708
E02005067,2292,426,911,402,553
E02005068,2706,557,988,472,689
E02005069,3465,813,1329,572,751
E02005070,3650,942,1500,505,703
E02005071,4423,1639,1474,632,678
E02005072,3055,661,1144,538,712
E02005073,4713,1693,1596,667,757
E02005074,3336,870,1253,522,691
E02005075,3700,893,1257,683,867
E02005076,3434,880,1180,625,749
E02005077,3021,709,1021,517,774
E02005078,3230,742,1308,514,666
E02005079,3241,759,1323,472,687
E02005080,4530,1328,1468,807,927
E02005081,2861,767,1173,420,501
E02005082,3820,812,1516,676,816
E02005083,2808,672,1154,450,532
E02005084,2579,622,1015,423,519
E02005085,2564,575,1014,394,581
E02005086,2311,518,859,377,557
E02005087,2804,661,1017,475,651
E02005088,3916,1316,1196,659,745
E02005089,2533,632,876,466,559
E02005090,2405,624,958,330,493
E02005091,2896,939,986,414,557
E02005093,2505,651,966,362,526
E02005094,3514,986,1201,547,780
E02005095,2950,647,1148,449,706
E02005096,4009,1216,1350,590,853
E02005097,3362,592,1177,513,1080
E02005098,3914,1233,1283,483,915
E02005099,3265,845,1266,504,650
E02005100,3785,1092,1391,581,721
E02005101,2694,660,1003,389,642
E02006832,2468,603,845,426,594
E02005102,2695,707,1113,412,463
E02005103,3602,719,1282,687,914
E02005104,3388,946,1172,508,762
E02005105,3254,1123,978,495,658
E02005106,3608,990,1129,644,845
E02005107,5068,1492,1833,780,963
E02005109,2893,847,1262,374,410
E02005110,2853,717,1179,433,524
E02005111,3648,1540,1308,395,405
E02005112,3047,893,1264,415,475
E02005113,2984,862,1208,415,499
E02005114,2814,815,1095,435,469
E02006879,3842,2225,1002,321,294
E02006880,3683,1915,1160,347,261
E02005115,2441,802,715,442,482
E02005116,2567,866,732,443,526
E02005117,2492,644,1035,363,450
E02005118,3696,947,1318,643,788
E02005119,2438,671,932,392,443
E02005120,2729,758,1068,429,474
E02005121,4706,977,1594,934,1201
E02005122,2795,657,1073,443,622
E02005123,4328,999,1577,794,958
E02005124,3692,1409,1035,614,634
E02005125,3120,882,1042,525,671
E02005126,3184,773,1262,503,646
E02005127,3406,704,1315,592,795
E02005128,3449,914,1282,528,725
E02005129,4896,1660,1671,740,825
E02005130,3358,873,1281,532,672
E02005131,2288,592,883,349,464
E02005132,4393,2013,1178,566,636
E02005133,3739,1156,1519,488,576
E02005134,3079,1159,881,454,585
E02005135,3222,1040,979,557,646
E02005136,3176,862,1093,528,693
E02005137,3205,940,1027,561,677
E02005138,3985,1642,1304,499,540
E02005139,4214,1530,1803,428,453
E02005140,3429,1117,1387,426,499
E02005141,3133,1160,1146,379,448
E02005142,3108,945,1156,486,521
E02005143,3450,980,1239,592,639
E02005144,3440,1069,1054,585,732
E02005145,2948,856,1171,410,511
E02005146,3130,939,979,578,634
E02005147,4455,2222,1246,505,482
E02005148,3407,1016,1404,474,513
E02005149,4167,966,1584,707,910
E02005150,4288,1217,1477,762,832
E02005151,4932,1066,1764,868,1234
E02005153,3460,797,1366,539,758
E02005154,4333,989,1649,668,1027
E02005155,3920,622,1304,761,1233
E02005156,2915,732,1060,470,653
E02005157,2677,714,929,422,612
E02005158,2550,557,951,382,660
E02005159,3145,754,1212,448,731
E02005160,4210,1210,1454,684,862
E02005161,3332,862,1137,580,753
E02006833,4211,1067,1634,664,846
E02005162,4198,969,1466,759,1004
E02005163,3097,686,1026,538,847
E02005164,3318,1038,1127,495,658
E02005165,3077,778,1094,494,711
E02005166,2839,862,840,524,613
E02005167,2957,644,1073,458,782
E02005168,3097,911,1039,454,693
E02005169,4630,2170,1497,492,471
E02005170,4028,1255,1425,601,747
E02005171,2642,881,865,387,509
E02005172,3213,711,1146,502,854
E02005173,3734,1120,1421,517,676
E02005174,2961,737,1105,472,647
E02005175,3383,925,1218,510,730
E02005921,2248,525,1000,325,398
E02005922,3404,804,1250,597,753
E02005923,2301,626,756,388,531
E02005924,4852,1848,1472,723,809
E02005925,3139,721,947,570,901
E02005926,3210,871,1274,456,609
E02005927,2219,611,774,348,486
E02005928,2975,633,1232,489,621
E02005929,2814,662,1153,427,572
E02005930,3123,724,1264,460,675
E02005931,3325,636,1190,633,866
E02005932,2683,571,846,538,728
E02005933,2950,679,1048,549,674
E02005934,3531,719,1268,699,845
E02005935,3122,1007,984,495,636
E02005936,3335,758,1340,507,730
E02005937,2768,723,1077,438,530
E02005938,2149,461,763,394,531
E02005939,2580,728,949,434,469
E02005940,2593,876,868,363,486
E02005941,2835,1051,864,405,515
E02005942,2458,906,772,307,473
E02005943,2516,720,794,415,587
E02005944,2813,893,786,481,653
E02005945,3772,1279,1126,560,807
E02005946,3306,989,1039,541,737
E02005947,2705,1325,813,285,282
E02005948,2856,1089,880,439,448
E02005949,2527,857,684,413,573
E02005950,4080,1346,1032,551,1151
E02005951,2592,937,800,349,506
E02005952,5317,1541,1596,826,1354
E02005953,2187,647,606,352,582
E02005954,3800,1179,1094,639,888
E02005955,3936,1182,1241,652,861
E02005956,2390,701,651,459,579
E02005957,2692,798,695,518,681
E02005958,2301,588,759,401,553
E02005959,2214,519,847,371,477
E02005960,2422,655,883,353,531
E02005961,2745,674,1085,398,588
E02005962,3285,679,1256,580,770
E02005963,3226,826,1163,479,758
E02005964,2934,684,1117,457,676
E02005965,2252,557,905,310,480
E02005966,3173,680,1110,609,774
E02005967,2265,580,775,398,512
E02005968,2559,508,967,432,652
E02005969,3901,1213,1355,537,796
E02005970,2384,753,746,369,516
E02005971,2311,610,786,350,565
E02005972,3210,722,1294,475,719
E02005973,2616,987,907,341,381
E02005974,2641,834,918,384,505
E02005975,3082,693,1244,468,677
E02005976,2278,461,932,329,556
E02005977,2305,511,917,349,528
E02005978,2739,658,1085,443,553
E02005979,3728,1041,1359,569,759
E02005980,4005,934,1508,657,906
E02005981,3544,756,1236,717,835
E02005982,2450,633,897,421,499
E02005983,4845,1729,1659,716,741
E02005984,2812,611,1165,442,594
E02005985,3201,924,1125,523,629
E02005986,3822,1125,1358,589,750
E02005987,3156,835,1141,530,650
E02005988,2918,682,1098,494,644
E02005991,4074,1138,1473,622,841
E02005992,3748,978,1462,528,780
E02006886,4365,1021,1692,682,970
E02005993,2815,894,1026,425,470
E02005994,2445,623,966,375,481
E02005995,2511,685,991,355,480
E02005996,3469,993,1343,459,674
E02005997,2419,684,956,345,434
E02005998,2357,551,932,349,525
E02005999,2510,579,993,419,519
E02006000,4790,1176,1749,827,1038
E02006001,2251,542,790,383,536
E02006002,4380,1392,1553,636,799
E02006003,2236,546,847,385,458
E02006004,2446,700,1047,316,383
E02006005,3564,695,1369,687,813
E02006006,2321,670,783,382,486
E02006007,2727,682,1086,412,547
E02006317,2509,684,890,387,548
E02006318,2685,804,927,384,570
E02006319,2824,881,863,462,618
E02006320,2787,879,872,475,561
E02006321,2451,613,823,378,637
E02006322,2504,631,810,405,658
E02006323,3063,995,1105,431,532
E02006324,2773,561,914,525,773
E02006325,3226,598,1019,528,1081
E02006326,2722,800,909,419,594
E02006327,2662,796,884,372,610
E02006328,4002,1439,1274,528,761
E02006329,2638,653,869,447,669
E02006330,3844,1185,1211,570,878
E02006331,2788,678,924,437,749
E02006332,2567,693,869,417,588
E02006333,3765,1060,1212,573,920
E02006334,3112,618,1075,483,936
E02006335,3187,828,1107,499,753
E02006336,2670,675,806,497,692
E02006337,3303,635,1159,582,927
E02006338,2638,566,902,486,684
E02006339,3379,801,1030,673,875
E02006341,3846,1108,1148,669,921
E02006342,3392,1400,1099,399,494
E02006343,3239,744,1126,535,834
E02006837,4130,973,1466,635,1056
E02006344,3291,775,1231,522,763
E02006345,2411,482,915,432,582
E02006346,3862,868,1465,585,944
E02006347,3079,841,1178,502,558
E02006348,3456,836,1290,565,765
E02006349,3106,782,979,599,746
E02006350,2400,612,751,439,598
E02006351,3404,1014,1068,504,818
E02006352,2274,482,685,447,660
E02006353,2612,734,967,401,510
E02006354,3599,923,1249,575,852
E02006355,2368,584,692,420,672
E02006356,4977,1931,1661,701,684
E02006357,2636,719,1015,400,502
E02006358,2472,682,738,414,638
E02006359,2559,778,933,355,493
E02006360,3220,801,1231,484,704
E02006361,2247,578,852,333,484
E02006362,2677,682,930,438,627
E02006363,2340,600,838,353,549
E02006364,3177,1188,980,466,543
E02006365,2535,836,894,344,461
E02006366,3112,642,1179,522,769
E02006367,2444,706,902,322,514
E02006368,2396,698,872,334,492
E02006369,2866,875,1121,372,498
E02006370,2646,892,874,371,509
E02006371,3025,1054,967,450,554
E02006372,2703,785,947,427,544
E02006373,3039,738,1142,488,671
E02006374,2868,781,1086,415,586
E02006375,2381,478,859,400,644
E02006376,3349,997,1161,498,693
E02006377,2287,514,837,365,571
E02006378,3325,699,1144,582,900
E02006379,2519,868,728,427,496
E02006380,2798,688,1036,406,668
E02006381,2767,694,1051,402,620
E02006382,2574,761,730,462,621
E02006383,3836,1212,1397,464,763
E02006384,4197,1331,1316,647,903
E02006385,4284,1288,1543,677,776
E02006386,3164,871,1035,478,780
E02006387,2585,670,841,431,643
E02006388,3553,959,1171,608,815
E02006389,2747,718,944,459,626
E02006390,3134,730,1106,563,735
E02006391,2336,487,852,462,535
E02006392,3587,1198,1207,535,647
E02006393,2709,935,797,398,579
E02006394,3333,1038,962,495,838
E02006395,3800,1129,1202,667,802
E02006396,2426,749,860,372,445
E02006397,2323,578,844,325,576
E02006398,3348,1117,1102,552,577
E02006399,4574,1402,1573,735,864
E02006400,2374,650,899,356,469
E02006401,3958,1292,1272,602,792
E02006402,3869,946,1381,654,888
E02006403,2622,904,794,415,509
E02006404,2476,604,732,473,667
E02006405,3995,936,1395,723,941
E02006406,3528,1219,1141,573,595
E02006407,3584,990,1159,614,821
E02006408,3486,1034,1153,581,718
E02006409,2712,772,820,479,641
E02006410,3163,840,984,568,771
E02006411,3033,834,1121,495,583
E02006412,2831,759,1015,447,610
E02006413,2496,729,802,430,535
E02006414,2539,647,898,464,530
E02006415,3047,994,1140,415,498
E02006416,3398,824,1347,536,691
E02006417,2332,684,793,375,480
E02006418,2778,671,1047,419,641
E02006419,3079,742,1011,551,775
E02006420,2788,553,1031,437,767
E02006421,2998,610,1009,503,876
E02006422,2344,481,846,403,614
E02006423,4111,1126,1408,650,927
E02006424,2360,440,917,377,626
E02006425,2354,540,808,399,607
E02006426,2266,523,793,389,561
E02006427,2738,673,943,494,628
E02006429,3149,968,1123,465,593
E02006430,3473,859,1150,563,901
E02006431,4265,1240,1484,690,851
E02006432,2193,629,721,319,524
E02006433,3760,958,1383,528,891
E02006434,2358,545,816,397,600
E02006435,2361,647,846,357,511
E02006436,2386,610,851,389,536
E02006437,3199,842,1162,487,708
E02006438,3151,780,1216,456,699
E02006790,3047,831,1057,467,692
E02006439,2490,685,941,375,489
E02006440,2844,632,1058,511,643
E02006441,3296,1209,1093,456,538
E02006442,2290,531,863,296,600
E02006443,3141,989,1032,566,554
E02006444,2718,724,923,417,654
E02006445,2995,950,1143,461,441
E02006446,2730,759,977,382,612
E02006447,2412,585,881,382,564
E02006448,2818,633,990,506,689
E02006449,2894,822,1049,394,629
E02006450,2563,566,974,400,623
E02006451,4372,1261,1617,646,848
E02006453,3235,921,1226,444,644
E02006454,2766,797,993,393,583
E02006455,2445,795,789,359,502
E02006839,3271,839,1252,449,731
E02006456,3174,864,1077,541,692
E02006457,3615,815,1346,595,859
E02006458,3498,734,1274,575,915
E02006459,3618,949,901,547,1221
E02006460,3945,1232,1170,669,874
E02006461,2696,740,964,387,605
E02006462,3339,826,1095,607,811
E02006463,4393,1621,1416,670,686
E02006464,2882,804,991,479,608
E02006465,2509,654,922,369,564
E02006466,3355,830,1055,592,878
E02006467,2443,430,919,419,675
E02006534,3544,948,1263,598,735
E02006535,2829,736,1129,430,534
E02006536,2875,740,1120,425,590
E02006537,4304,1402,1338,750,814
E02006538,4059,1487,1451,581,540
E02006539,3132,955,1177,493,507
E02006540,2589,859,943,408,379
E02006541,3625,1426,1288,441,470
E02006542,2629,897,1023,319,390
E02006543,2432,704,962,349,417
E02006544,4128,1063,1609,609,847
E02006545,3458,994,1181,584,699
E02006546,4201,1266,1591,586,758
E02006547,2300,623,864,365,448
E02006548,4133,1234,1500,678,721
E02006549,2864,952,1330,268,314
E02006550,4118,1217,1587,621,693
E02006551,4049,1616,1786,330,317
E02006552,3462,1643,1008,391,420
E02006553,3139,899,1169,490,581
E02006554,3140,1066,1230,407,437
E02006555,3164,1024,1034,479,627
E02006556,3659,1112,1464,470,613
E02006557,2828,808,856,525,639
E02006558,4850,2398,1432,542,478
E02006559,3831,1105,1839,445,442
E02006560,4321,1399,1866,484,572
E02006561,2636,648,972,405,611
E02006562,2387,534,978,352,523
E02006563,2392,641,985,309,457
E02006564,3424,1255,1263,428,478
E02006565,3502,1071,1388,470,573
E02006566,3356,1005,1359,430,562
E02006567,3149,827,1269,430,623
E02006568,4791,1835,1506,659,791
E02006569,3197,976,1239,396,586
E02006570,4130,1838,1352,436,504
E02006571,3343,1001,1288,479,575
E02006572,3807,1135,1318,570,784
E02006573,4871,1567,1984,605,715
E02006574,4863,1615,1958,582,708
E02006575,2942,753,794,501,894
E02006576,3228,845,1075,555,753
E02006577,3301,1068,1026,520,687
E02006578,4141,1373,1336,622,810
E02006579,3269,946,1086,526,711
E02006580,3281,901,1121,586,673
E02006581,3650,1245,1143,556,706
E02006582,3008,571,1025,585,827
E02006583,3809,1172,1245,648,744
E02006584,2900,813,795,524,768
E02006585,3096,849,977,508,762
E02006586,2662,523,671,541,927
E02006587,3440,1070,981,603,786
E02006588,3198,1036,1070,485,607
E02006589,4465,1012,1604,769,1080
E02006590,3646,1086,1272,571,717
E02006591,3428,1089,1148,490,701
E02006592,2430,608,903,392,527
E02006593,4697,1804,1460,612,821
E02006594,2892,828,1064,454,546
E02006595,3154,687,1337,471,659
E02006596,3342,730,1105,583,924
E02006597,3945,1125,1409,584,827
E02006598,2184,498,831,368,487
E02006599,3049,676,1478,403,492
E02006600,4324,1482,1649,596,597
E02006601,3464,1042,1282,492,648
E02006602,2921,599,1203,474,645
E02006603,3784,1174,1419,502,689
E02006604,5493,1929,1710,874,980
E02006605,2429,571,862,418,578
E02006606,3310,798,1217,576,719
E02006607,2981,668,1135,493,685
E02006608,2343,546,896,390,511
E02006609,2729,656,1005,445,623
E02006610,2784,726,986,431,641
E02006611,4165,1044,1603,599,919
E02006612,4656,1736,1604,611,705
E02006613,3028,912,969,502,645
E02006614,4149,1105,1503,623,918
E02006615,2608,576,859,495,678
E02006616,3264,767,1195,566,736
E02006617,3877,1280,1219,587,791
E02006618,2377,446,948,435,548
E02006619,3192,794,1106,517,775
E02006620,4024,1214,1508,539,763
E02006621,3330,870,1503,431,526
E02006622,3466,1148,1248,488,582
E02006623,3340,987,1157,554,642
E02006624,2862,717,995,434,716
E02006625,3295,984,979,566,766
E02006626,3001,847,953,500,701
E02006627,3758,1177,1393,547,641
E02006628,3969,1475,1087,653,754
E02006629,3391,1213,1024,492,662
E02006630,4164,2184,1232,388,360
E02006631,4945,2553,1422,527,443
E02006632,3783,1494,1284,418,587
E02006633,3740,1241,1530,426,543
E02002985,2176,625,765,340,446
E02002986,2307,855,752,309,391
E02002987,2324,662,888,307,467
E02002988,2412,781,845,345,441
E02002989,2306,738,802,325,441
E02002990,2828,1059,1008,357,404
E02002991,5472,2742,1803,474,453
E02002992,2483,836,754,344,549
E02002993,2666,1201,854,277,334
E02002994,4279,1187,1680,585,827
E02002995,2273,763,737,349,424
E02002996,3500,1163,1262,406,669
E02002997,2216,557,652,348,659
E02002998,2277,652,659,335,631
E02002999,2327,675,807,375,470
E02003000,3830,974,1561,518,777
E02003001,2240,573,831,348,488
E02003002,2336,755,777,365,439
E02003003,2364,632,814,437,481
E02003004,2392,518,881,361,632
E02003005,2479,571,973,355,580
E02003006,3473,874,1264,558,777
E02003007,3371,844,1276,531,720
E02003008,2300,597,823,378,502
E02003009,2455,649,902,408,496
E02003010,2299,510,837,415,537
E02003011,2130,542,827,333,428
E02003172,2688,813,963,435,477
E02003173,3027,912,1233,481,401
E02003174,3486,1030,1283,532,641
E02003175,3750,1080,1282,599,789
E02003176,2976,965,928,492,591
E02003177,3188,813,1065,528,782
E02003178,3417,961,1166,539,751
E02003179,2766,882,930,422,532
E02003180,3617,1054,1005,509,1049
E02003181,3341,890,1066,559,826
E02003182,2689,738,940,433,578
E02003183,2765,747,1007,373,638
E02003184,3171,974,1019,510,668
E02003185,3035,786,1032,518,699
E02003186,3684,1175,1104,622,783
E02003187,4015,1451,1265,588,711
E02003188,5433,3001,1612,486,334
E02003189,3935,1671,1317,430,517
E02003190,5441,3011,1546,495,389
E02003191,3840,1385,1553,422,480
E02003192,5008,2422,1680,499,407
E02006883,3204,1724,1094,244,142
E02006885,3898,1905,1485,318,190
E02003012,4806,1649,1681,717,759
E02003013,4850,1520,1446,790,1094
E02003014,3331,1092,1046,594,599
E02003015,2436,707,846,427,456
E02003016,3059,897,965,543,654
E02003017,2736,978,949,370,439
E02003018,2393,697,819,369,508
E02003019,3995,1227,1406,604,758
E02003020,2504,721,880,356,547
E02003021,2670,715,849,459,647
E02003022,2389,593,847,402,547
E02003023,2630,919,901,362,448
E02003024,3599,1328,1123,520,628
E02003025,2726,871,833,410,612
E02003026,3241,965,1289,434,553
E02003027,4578,1238,1415,742,1183
E02003028,3430,1086,1048,439,857
E02003029,2448,709,759,385,595
E02003030,3088,1125,968,422,573
E02003031,4083,1269,1243,587,984
E02003032,3083,985,1048,469,581
E02003033,3613,1213,1184,422,794
E02003034,5569,2239,1710,743,877
E02003036,3913,1765,1251,334,563
E02003037,4038,1613,1365,456,604
E02003038,2795,932,919,443,501
E02003039,3518,1263,1082,540,633
E02003040,4392,1727,1503,641,521
E02003041,2979,1266,1090,280,343
E02003043,4647,2047,1402,414,784
E02003044,2513,731,944,391,447
E02003045,2988,1257,1060,273,398
E02003046,4107,1323,1450,650,684
E02003047,4474,1551,1511,640,772
E02003048,3212,1250,1146,445,371
E02003049,3122,916,1141,524,541
E02003050,4322,1839,1528,530,425
E02003051,2831,828,983,456,564
E02003052,2835,787,1083,489,476
E02003053,3342,995,1088,536,723
E02003054,2698,783,920,448,547
E02003055,3118,784,920,572,842
E02003056,2841,790,835,520,696
E02003057,2434,683,877,374,500
E02003058,3836,1169,1333,619,715
E02003059,2374,672,848,358,496
E02003060,4591,1367,1636,714,874
E02003061,2481,797,814,408,462
E02003062,2435,804,746,365,520
E02003063,2947,685,1198,488,576
E02003064,2834,949,923,452,510
E02006887,3380,1738,1099,288,255
E02006888,2857,1117,756,387,597
E02006889,3015,1121,819,427,648
E02006890,3621,1315,1040,565,701
E02003892,2769,806,1107,400,456
E02003893,2819,708,1255,363,493
E02003894,3479,972,1383,518,606
E02003895,3379,915,1305,499,660
E02003896,2608,944,930,348,386
E02003897,2228,475,932,352,469
E02003898,2879,719,1285,397,478
E02003899,2372,747,893,361,371
E02003900,3090,894,1117,514,565
E02003901,3369,1044,1385,429,511
E02003902,2383,750,837,365,431
E02003903,2872,822,1197,394,459
E02003904,2509,857,1023,299,330
E02003905,2556,656,949,430,521
E02003906,2362,704,901,337,420
E02003907,3404,1082,1275,479,568
E02003908,3387,1032,1134,565,656
E02003909,3914,1116,1487,630,681
E02003910,3002,1222,1020,391,369
E02003911,3594,957,1479,480,678
E02003912,3496,1131,1359,428,578
E02003913,2564,736,1083,316,429
E02003914,3146,976,1159,487,524
E02003915,3308,1076,1082,476,674
E02003916,3034,1207,930,356,541
E02003917,3167,884,1145,516,622
E02003918,2969,833,1187,467,482
E02003919,2998,1038,975,466,519
E02003920,3093,920,1151,473,549
E02003921,2517,697,995,355,470
E02003922,3262,958,1145,532,627
E02003923,3090,911,1132,487,560
E02003924,3123,1066,1121,434,502
E02003925,2892,736,1064,495,597
E02003926,3117,719,1225,491,682
E02003927,3674,1064,1487,483,640
E02003928,4916,1278,1879,804,955
E02003929,2957,895,1180,423,459
E02003930,3600,1011,1499,497,593
E02003931,4484,1487,1771,526,700
E02003932,2853,711,1183,416,543
E02003933,3078,959,1266,380,473
E02003934,2734,646,1157,409,522
E02003935,3926,1240,1405,564,717
E02003936,3414,858,1478,454,624
E02003937,2396,790,929,292,385
E02003938,2810,847,1069,366,528
E02003939,2955,987,1057,417,494
E02003940,2553,649,1074,372,458
E02003941,3098,868,1169,482,579
E02003942,3148,1007,1064,518,559
