geography code,total,OW,SO,SR,PR
E02001565,2860,1265,1027,74,27
E02001566,3330,513,1211,566,67
E02001567,3786,1083,1242,941,58
E02001568,2623,732,715,853,52
E02001569,3926,966,1204,955,39
E02001570,3114,582,774,1305,89
E02001571,2620,1110,940,193,50
E02001572,2997,747,1040,740,53
E02001573,3126,927,1217,575,74
E02001574,2596,962,1225,115,15
E02001575,2941,582,988,917,65
E02001576,2459,801,960,312,36
E02001577,2981,1410,942,275,60
E02001578,3946,945,1666,873,60
E02001579,3919,1168,1216,1076,71
E02001580,3681,1394,1172,716,56
E02001581,2466,791,853,644,38
E02001582,3044,892,1003,934,44
E02001583,2423,721,916,417,29
E02001584,2994,1100,1215,251,36
E02001585,2772,478,828,976,70
E02001586,3992,829,1052,1754,73
E02001587,2558,543,686,1033,51
E02001588,3022,622,900,1286,61
E02001589,3448,1183,1672,224,32
E02001590,2913,375,676,1543,83
E02001591,3267,720,869,1101,73
E02001592,3766,1350,1447,661,55
E02001593,2853,551,653,887,87
E02001594,2833,488,531,914,104
E02001595,3577,1196,1715,336,59
E02001596,3687,1225,1245,599,37
E02001597,4060,1100,1122,968,75
E02001598,4068,1413,1393,806,66
E02001599,2627,1017,1114,238,31
E02001600,4126,1721,1363,469,65
E02001601,2188,827,786,373,34
E02001602,3745,1382,1409,528,43
E02001603,2794,873,957,509,61
E02001604,3455,877,1508,585,55
E02001605,3079,927,1350,361,41
E02001606,3306,1153,1250,376,41
E02001607,3755,1292,1314,817,57
E02001608,2818,983,1293,246,30
E02001609,3578,1622,1299,380,41
E02001610,3533,1273,1415,408,64
E02001611,3356,1201,1203,595,36
E02001612,2539,947,1103,275,23
E02001613,4522,1459,1761,993,35
E02001614,4728,1778,2154,441,31
E02001615,3289,1540,1267,176,32
E02001616,3116,867,1079,931,25
E02001617,2287,330,673,1115,14
E02001618,4057,1368,1720,498,45
E02001619,3996,803,1086,1918,22
E02001620,2773,409,812,1236,20
E02001621,2305,488,584,1046,18
E02001622,4004,815,1074,1809,27
E02001623,3301,467,662,1928,27
E02001624,4020,1177,1475,739,31
E02001625,3179,523,830,1624,21
E02001626,2474,810,958,386,17
E02001627,2788,642,1069,401,30
E02001628,2235,563,479,711,44
E02001629,2858,518,618,1408,25
E02001630,2802,916,711,562,56
E02001631,3357,987,1376,540,24
E02001632,4370,687,707,1685,102
E02001633,3177,1372,1206,396,20
E02001634,4398,1263,1599,496,32
E02001635,2930,930,924,939,18
E02001636,4176,540,743,2083,46
E02001637,2350,375,496,1078,39
E02001638,2218,437,518,103,24
E02001639,2779,813,861,229,31
E02001640,2871,456,538,470,29
E02001642,4011,1349,1678,471,30
E02001643,2729,1223,963,312,32
E02001646,2758,552,490,289,29
E02001647,2682,890,952,629,18
E02001648,2769,1013,862,145,23
E02001649,4178,395,835,2436,36
E02001650,3391,328,373,1252,47
E02001651,3306,1718,1303,65,23
E02001652,3791,472,726,594,55
E02001653,3101,381,644,1557,25
E02001654,2639,827,1039,595,15
E02001655,3419,760,1057,1330,19
E02001656,3042,986,1033,65,29
E02001657,3619,1454,1576,66,21
E02001658,2321,256,485,1401,21
E02001659,2976,558,823,1355,21
E02001660,4084,1118,1428,296,43
E02001661,3647,636,938,1619,31
E02001662,3394,1094,1234,704,29
E02001663,3343,837,1491,144,22
E02001664,2768,1034,1016,493,17
E02001665,3794,1906,1559,99,28
E02001666,2584,579,993,750,16
E02001669,3500,1031,1483,217,25
E02001670,2766,512,665,1377,24
E02001671,2669,984,1102,423,20
E02001672,2734,979,975,553,28
E02001673,2195,664,1256,72,12
E02001674,3904,1706,1470,454,36
E02001675,4149,1091,1474,1305,24
E02001676,2514,1127,1104,151,13
E02001678,4344,2206,1509,280,37
E02001679,3011,724,778,1275,19
E02001680,3133,434,598,1879,31
E02001681,3332,1418,1291,413,25
E02006803,3763,1217,1868,259,28
E02006843,3270,118,261,419,47
E02006844,3155,174,232,888,43
E02006868,5068,791,955,2175,220
E02006869,4820,1306,1874,1299,37
E02002183,2579,1186,914,175,39
E02002184,5556,2515,1868,381,78
E02002185,2478,973,1044,204,26
E02002186,5450,2157,2139,247,63
E02002187,2475,1223,937,98,29
E02002188,3173,1329,1434,32,32
E02002189,2249,872,878,122,42
E02002190,4222,1288,1301,516,62
E02002191,3523,831,1212,781,56
E02002192,3910,1642,1648,218,40
E02002193,2828,602,809,790,67
E02002194,3107,1015,1254,508,42
E02002195,2766,1193,1117,176,47
E02002196,2622,828,1193,185,20
E02002197,4019,1087,1416,492,45
E02002198,3766,1210,1550,499,65
E02002199,2804,955,1230,183,24
E02002200,4032,1399,1514,458,37
E02002201,5203,1121,2428,909,72
E02002202,3408,759,963,552,64
E02002203,3285,760,1205,869,60
E02002204,4900,1850,2119,352,37
E02002205,4476,1628,1839,164,55
E02002206,3427,1087,1472,404,33
E02002207,2307,747,858,153,29
E02002208,3235,846,1281,549,26
E02002209,2283,386,678,870,35
E02002210,2824,1030,1200,113,33
E02002211,2064,674,857,95,34
E02002212,2260,567,936,328,39
E02002213,2917,970,1161,339,53
E02002214,2404,832,1134,37,19
E02002215,2733,789,944,300,54
E02002216,2700,685,531,843,68
E02002217,2995,732,968,396,50
E02002218,3685,944,1349,827,46
E02002219,2152,593,788,194,39
E02002220,2561,678,920,447,55
E02002221,4961,656,674,1606,116
E02002222,2944,736,1104,568,36
E02002223,2216,547,577,391,39
E02002224,2803,842,753,412,75
E02002225,3448,1039,1482,355,37
E02002226,3478,1026,686,145,78
E02002227,2444,392,522,853,46
E02002228,2824,520,715,998,55
E02002229,3152,949,1245,410,38
E02002230,3332,509,482,1154,87
E02002231,4442,1247,1838,492,67
E02002232,2516,606,781,371,36
E02002233,2695,619,809,689,53
E02002234,3192,296,672,1795,76
E02002235,2438,643,756,493,75
E02002236,2493,869,1075,85,26
E02002237,3258,910,1391,298,25
E02002238,2546,556,865,605,44
E02002239,4000,872,1643,670,47
E02002240,4423,1280,2135,279,48
E02002241,4897,1068,1995,1055,74
E02002242,3369,1167,1421,278,55
E02002243,4047,1155,1518,705,50
E02002244,2525,899,1060,323,29
E02002245,2441,419,649,1020,37
E02002246,4183,1708,1727,222,31
E02002247,4310,1566,1574,413,44
E02002248,3180,749,1125,821,44
E02002249,2385,460,777,744,24
E02002250,3805,1416,1299,491,48
E02002251,3869,725,972,1054,57
E02002252,2570,1037,947,322,28
E02002253,2957,770,1080,374,58
E02002254,2497,1022,1007,138,17
E02002255,2485,601,441,809,76
E02002256,4156,1283,1404,658,59
E02002257,2074,647,702,132,52
E02002258,4005,1228,1504,508,52
E02002259,2902,1035,1065,212,37
E02002260,4301,1159,1442,776,58
E02002261,3655,1104,1367,469,36
E02002262,3689,1284,1232,521,47
E02002263,2881,785,1072,601,52
E02002264,3030,1186,1158,182,38
E02002265,2512,825,922,298,41
E02002266,2556,929,1019,200,33
E02002267,3510,1040,1354,756,50
E02002268,4519,1257,1467,841,64
E02002269,4106,1297,1796,395,47
E02002270,3518,1240,1545,214,45
E02002271,3040,1111,1315,193,35
E02002272,4107,1118,1533,937,89
E02002273,2702,959,1094,253,49
E02002274,2879,899,1277,328,41
E02002275,3942,1057,1469,643,67
E02002276,2976,958,1147,426,42
E02002277,2527,925,856,273,43
E02002278,2680,715,978,628,48
E02002279,2780,584,939,749,64
E02002280,2274,537,464,930,78
E02002281,4340,1200,1825,627,74
E02002282,2536,704,978,372,47
E02002283,2413,940,620,436,54
E02002284,2648,1005,995,299,43
E02002285,3356,1306,1349,217,42
E02002286,2372,526,799,612,52
E02002287,2732,592,675,600,70
E02002288,3831,861,1467,989,59
E02002289,2126,463,707,637,58
E02002290,2697,1168,1011,191,44
E02002291,2709,1005,1055,316,29
E02002292,2391,871,972,250,27
E02002293,2624,598,761,656,80
E02002294,3102,1162,895,604,78
E02002295,2951,464,784,1285,97
E02002296,3114,1035,1039,429,60
E02002297,2773,1174,1032,88,32
E02002298,2878,890,918,795,51
E02002299,2852,478,576,906,85
E02002300,2931,1255,1043,224,34
E02002301,2839,717,881,294,61
E02002302,2650,1026,1139,136,22
E02002303,2880,921,935,312,39
E02002304,2972,800,677,315,45
E02002305,2639,599,744,815,70
E02002306,2692,1074,1138,142,40
E02002307,2623,877,999,419,51
E02002308,2876,902,1180,286,30
E02002309,2838,700,739,544,69
E02002310,2713,679,918,587,31
E02002311,2812,796,1065,463,49
E02002312,3054,524,698,823,54
E02002313,2544,705,717,278,67
E02002314,2624,1078,891,305,40
E02002315,3028,728,1201,352,37
E02002316,2758,1147,1057,297,46
E02002317,2920,875,976,515,76
E02002318,2883,837,860,802,71
E02002319,2876,957,1175,218,25
E02002320,3097,1193,977,503,60
E02002321,2569,1066,1010,144,35
E02002322,2781,1067,1052,238,50
E02002323,3612,1463,1390,324,52
E02002324,2811,1088,1051,308,42
E02002325,3567,1307,1374,392,54
E02002326,2509,993,1150,104,30
E02002327,4086,1639,1677,215,67
E02002328,2942,1230,1137,177,50
E02002329,5047,2021,2023,324,51
E02002330,2785,1435,1066,108,29
E02002331,2679,865,820,598,52
E02002332,2534,957,874,529,37
E02002333,3625,1324,1331,386,49
E02002334,3156,1325,1127,337,59
E02002335,3154,1393,1226,204,54
E02002336,2826,1339,1086,143,36
E02002337,2830,1106,1251,182,32
E02002338,2888,1048,1128,329,34
E02002339,2597,606,851,780,49
E02002340,2536,900,922,397,19
E02002341,3016,1416,1208,27,40
E02002342,2577,1118,911,393,23
E02002343,2419,866,1123,147,26
E02002344,3427,1337,1342,178,39
E02002345,2334,1096,890,115,21
E02002346,2727,718,883,873,31
E02002347,2734,539,728,1199,70
E02002348,2727,825,879,723,57
E02002349,2540,917,828,228,31
E02002350,2563,1226,919,81,33
E02002351,2265,1092,907,91,24
E02002352,3116,1139,1198,151,43
E02002353,2225,748,1022,192,24
E02002354,3328,1027,1189,696,50
E02002356,3217,1193,1275,256,43
E02002357,3585,955,1277,708,54
E02002358,3159,829,1243,829,67
E02002359,2773,1119,1043,295,54
E02002360,2954,732,1078,624,43
E02002361,2462,701,903,495,34
E02002362,3562,651,923,1578,70
E02002363,3300,856,1240,238,27
E02002364,2699,323,602,1564,77
E02002366,2844,1075,994,260,40
E02002367,2603,281,591,1398,48
E02002368,3537,1156,1576,265,50
E02002369,2928,470,767,1383,56
E02002370,2880,419,920,1284,49
E02002371,4149,842,947,1451,87
E02002373,2670,265,273,289,17
E02002374,2979,614,699,853,50
E02002375,2296,352,682,1026,29
E02002376,2455,379,552,1212,50
E02002377,2282,423,463,575,52
E02002379,2044,286,474,1120,42
E02002380,2353,718,966,431,36
E02002381,2891,584,1188,582,38
E02002382,2302,384,488,394,61
E02002383,2332,170,146,377,19
E02002384,4306,228,331,2179,98
E02002385,3419,420,576,820,47
E02002386,3853,1824,1464,111,35
E02002387,2435,424,790,820,46
E02002388,3196,621,1097,984,27
E02002389,2906,300,579,1745,71
E02002390,2665,604,974,794,41
E02002391,3505,925,1554,466,51
E02002392,2352,132,134,667,25
E02002393,3870,191,237,2334,104
E02002394,3198,373,590,1344,66
E02002395,2440,975,999,116,19
E02002396,3822,902,1436,597,39
E02002397,3277,825,1249,840,55
E02002398,3256,1432,1308,165,35
E02002399,2631,573,921,670,37
E02002400,3641,426,687,1499,76
E02002401,2541,351,401,1581,36
E02002402,2396,960,1160,31,24
E02002403,2633,945,954,318,40
E02002404,4432,307,744,1468,76
E02002405,3228,1140,1232,380,53
E02002406,2850,1287,1285,107,19
E02002407,2835,337,738,1300,57
E02002408,3268,796,1314,621,60
E02002409,2633,730,895,760,35
E02002410,3051,866,1193,559,38
E02002411,3502,353,577,887,60
E02002412,3051,852,1358,369,32
E02002414,2682,275,492,1126,82
E02002415,2599,339,409,701,42
E02002416,2794,1121,871,569,41
E02002417,2727,842,1139,386,29
E02002418,3038,925,1457,427,28
E02002419,3503,664,886,1455,67
E02002420,3299,1029,1278,230,51
E02002421,2609,274,496,1591,58
E02002422,2662,951,1246,150,40
E02002423,2482,537,800,886,46
E02002424,3271,897,1475,515,40
E02002425,3685,1297,1542,350,49
E02002426,3240,1101,1367,420,35
E02002427,3021,961,1037,742,41
E02002428,3110,725,1312,628,38
E02002429,3523,1021,1578,473,50
E02002430,3017,360,742,1601,67
E02002431,3591,670,1535,632,51
E02002432,2919,896,1315,446,41
E02002433,3182,589,1094,715,47
E02002434,3542,668,1891,530,30
E02002435,3269,1099,1388,188,37
E02002436,2831,739,1110,586,53
E02002437,2445,890,1279,81,16
E02006852,4551,1405,1450,191,64
E02006861,3887,363,398,605,46
E02006875,3569,194,497,169,51
E02006876,3492,315,644,878,57
E02002438,3273,676,888,1476,37
E02002439,3639,1094,1213,551,37
E02002440,3225,939,1114,971,33
E02002441,3825,932,1310,1186,32
E02002442,2819,957,1298,139,21
E02002443,2353,752,1250,124,19
E02002444,2657,781,1094,464,13
E02002445,3057,1040,1129,552,31
E02002446,2585,937,1065,328,19
E02002447,2721,722,924,735,26
E02002448,3352,828,942,1283,18
E02002449,3230,1028,1557,336,27
E02002450,2859,793,1329,429,28
E02002451,3049,1274,1175,400,25
E02002452,3723,697,1098,1416,40
E02002453,4171,922,1324,1376,35
E02002454,3399,539,783,994,46
E02002455,2552,523,742,1116,19
E02002456,2738,718,847,498,33
E02002457,3252,562,815,1516,39
E02002458,3757,1185,1464,565,29
E02002459,3934,859,1498,1080,32
E02002460,3149,1461,1105,308,30
E02002461,4173,1170,1752,841,28
E02002462,3337,1037,1157,731,33
E02002463,3651,482,724,2234,34
E02002464,3506,873,1063,1150,34
E02002465,2850,1089,832,521,36
E02002466,4012,1177,1451,970,48
E02002467,3611,671,946,1042,35
E02002468,2660,918,1061,276,27
E02002469,2423,918,975,347,27
E02002470,2622,1395,968,93,24
E02002471,4499,1860,1766,394,41
E02002472,2439,938,938,324,18
E02002473,2722,1142,1198,84,23
E02002474,2700,641,834,1017,26
E02002475,2573,1076,1045,222,26
E02002476,2375,557,639,873,36
E02002477,2699,751,973,632,36
E02002478,2459,761,992,295,26
E02002479,3693,1057,1247,925,37
E02002480,2673,769,802,602,24
E02002481,2672,677,944,726,17
E02002482,2746,588,904,987,22
E02002796,2585,1286,1005,88,17
E02002797,3371,1944,1103,28,24
E02002798,4187,1272,2268,50,25
E02002799,2451,614,838,668,26
E02002800,3136,1010,1126,384,30
E02002801,3160,1108,1236,486,40
E02002802,3256,613,832,1422,54
E02002803,3492,458,807,1065,36
E02002804,3243,994,1003,980,56
E02002805,2575,1306,965,93,22
E02002806,2839,422,597,674,37
E02002807,3737,1262,1419,710,42
E02002808,5590,592,942,1601,58
E02002809,2830,925,1056,540,26
E02002810,3457,1690,1350,116,25
E02002811,3684,720,752,815,78
E02002812,2722,962,916,426,31
E02002813,3819,718,568,1215,109
E02002814,3273,1507,1216,214,40
E02002815,2520,781,718,298,41
E02002816,3377,1056,1562,340,25
E02002817,2377,1150,883,130,16
E02002818,2852,610,745,998,35
E02002819,3452,848,1298,541,31
E02002820,4043,942,1417,875,55
E02002821,4340,640,1006,1866,52
E02002822,2748,954,963,540,18
E02002823,3236,1107,1051,797,35
E02002824,3716,816,1131,1332,46
E02002825,3557,1101,1506,524,49
E02002826,2646,831,1111,434,20
E02002827,2550,476,1039,737,19
E02002828,2804,1062,1183,95,25
E02002829,4340,689,1077,1975,84
E02002830,3909,491,1142,1758,43
E02002831,2340,870,820,184,37
E02002832,2803,853,616,624,59
E02002833,2609,744,640,633,37
E02002834,3975,1393,1473,239,32
E02002835,4369,828,2105,472,24
E02002836,3131,888,737,788,53
E02002837,2624,405,634,1053,36
E02002838,3093,453,669,1679,50
E02002839,2911,821,1079,691,48
E02002842,3418,454,784,524,69
E02002843,3843,904,746,911,76
E02002844,3775,481,318,2424,104
E02002845,3933,764,1073,1356,94
E02002846,3028,1132,1294,134,31
E02002847,2854,1043,948,136,60
E02002848,3344,823,549,783,59
E02002849,5256,697,954,702,81
E02002851,2861,1331,1078,182,26
E02002852,2584,187,464,1780,47
E02002853,4029,1324,1027,423,69
E02002854,3222,442,939,1332,60
E02002855,2786,679,864,96,34
E02002856,5066,1258,1301,249,53
E02002857,2925,538,971,332,30
E02002858,2928,1235,1125,65,35
E02002860,3350,1091,1265,530,54
E02002861,2775,361,562,1638,57
E02002862,3547,599,1030,1589,83
E02006815,3739,980,1055,1355,81
E02006817,2974,953,1037,398,31
E02006819,3254,498,895,1552,50
E02006850,3215,201,206,1209,50
E02006851,2961,70,227,642,31
E02002868,2458,1003,956,322,19
E02002869,3297,558,853,1316,55
E02002871,3469,990,1274,632,36
E02002872,3816,678,1074,1558,51
E02002873,3903,679,1142,1427,56
E02002874,3052,814,1041,784,51
E02002875,3627,563,1150,1192,49
E02002876,3471,762,1297,816,40
E02002877,3650,1043,1190,347,50
E02002878,3258,374,697,1746,49
E02002879,3936,765,1408,598,41
E02002880,3296,448,907,1418,53
E02002881,2669,475,682,1209,53
E02002882,3784,843,963,414,44
E02002883,3537,571,1033,1137,43
E02002884,2323,397,513,333,29
E02002885,3107,306,478,969,69
E02002886,3438,1042,1066,733,53
E02002887,2832,612,732,1191,74
E02002888,3064,402,644,1522,93
E02002889,3140,143,205,1450,25
E02002890,4727,303,369,2225,90
E02002891,3376,1078,1218,621,50
E02002892,2565,623,763,929,44
E02002893,4388,376,496,1709,66
E02002894,2689,983,1090,222,20
E02002895,3279,545,478,390,32
E02002896,4372,477,852,1483,65
E02002897,3406,1609,1026,443,38
E02002898,3738,415,332,880,53
E02002899,2172,508,444,619,53
E02002901,2540,998,919,323,25
E02002902,3488,976,1066,1044,50
E02002903,2859,656,969,948,44
E02002904,2633,739,930,675,42
E02006834,3661,680,978,1659,66
E02006904,3787,294,556,836,57
E02006905,3324,424,710,1366,66
E02002863,2676,935,778,265,58
E02002864,2519,1027,844,314,29
E02002865,3390,1329,1069,428,67
E02002866,3088,1274,1083,285,37
E02002867,3329,1324,1053,393,77
E02004029,2845,933,874,594,49
E02004030,2550,1204,779,278,41
E02004031,3218,692,835,1209,67
E02004032,3643,1638,1425,202,39
E02004033,3828,1381,1533,252,47
E02004034,3197,1510,1149,259,33
E02004035,2727,1386,926,133,33
E02004036,4267,1544,1405,817,61
E02004037,3154,1307,1430,126,22
E02004038,3643,1229,1292,381,58
E02004039,3413,1267,1500,225,32
E02004040,3658,1347,1575,238,41
E02004041,2938,1051,1272,219,33
E02004043,3009,1213,1099,437,42
E02004044,3151,1506,1017,189,53
E02006827,3355,898,973,925,71
E02004045,3899,1438,1558,358,42
E02004046,2738,933,939,572,39
E02004047,2507,626,698,639,38
E02004048,2919,863,932,561,39
E02004049,3478,1314,1199,640,60
E02004050,2969,880,834,911,63
E02004051,3831,1196,1147,703,73
E02004052,3382,1182,1287,544,60
E02004053,3347,954,1219,680,54
E02004054,3731,1305,1551,357,37
E02004055,3286,1096,1046,750,33
E02004056,3228,746,839,1353,23
E02004057,3398,846,1252,703,29
E02004058,3638,900,869,1538,39
E02004059,3232,1250,1161,551,25
E02004060,3190,1082,1023,813,24
E02004061,3430,1088,971,878,36
E02004062,3680,1073,1244,1175,34
E02004063,3655,1534,1270,392,36
E02004064,4271,898,1146,631,55
E02004065,3672,1993,1389,30,35
E02004066,5124,1886,1868,515,50
E02004067,2992,673,560,1503,29
E02004068,3302,1486,940,416,51
E02004069,3099,1483,746,215,164
E02004070,2763,1332,658,410,55
E02004071,2229,958,674,298,40
E02004072,3722,1770,1279,238,44
E02004073,4129,1651,1124,821,58
E02004074,2582,1153,791,350,32
E02004075,3156,1458,924,199,82
E02004076,2796,860,943,673,35
E02004077,2966,1362,906,116,89
E02004078,3159,766,860,1063,61
E02004080,4284,1266,1475,483,55
E02004081,2470,1080,874,287,30
E02004082,2550,1224,1099,49,24
E02004083,3310,1120,1401,313,28
E02004084,2667,897,841,725,37
E02004085,3726,1358,1418,486,42
E02004086,3175,1271,1193,341,39
E02004087,3414,980,1352,553,33
E02004088,3124,1321,1433,39,41
E02004089,3259,641,1158,600,41
E02004090,2733,1056,997,342,33
E02004091,3905,1429,1759,154,30
E02004092,4194,1272,1708,764,47
E02006828,2722,825,1458,136,19
E02004093,2751,804,1192,321,22
E02004094,2994,675,1046,997,51
E02004095,4463,1239,1661,661,72
E02004096,3795,1612,1820,75,32
E02004097,3328,1322,1388,103,24
E02004098,3227,1073,1150,667,51
E02004100,3216,1376,1222,195,42
E02004102,3909,1256,1052,465,49
E02004103,2938,840,925,779,33
E02004104,2912,1263,1198,135,27
E02006872,5413,2233,1941,547,79
E02004105,3845,1152,1611,775,35
E02004106,3111,1587,1054,233,32
E02004108,3387,1083,1052,938,28
E02004109,2880,1537,976,202,40
E02004110,3136,1482,1372,139,21
E02004111,2414,1074,787,354,29
E02004112,2894,1582,888,199,26
E02004113,4027,950,940,1777,37
E02004114,3163,1704,981,234,31
E02004115,3978,1423,1546,614,26
E02004116,3604,883,1025,1289,39
E02004117,3170,1167,911,824,36
E02006804,3461,847,1085,1203,27
E02004118,2700,1037,1098,123,41
E02004119,4330,1245,2238,283,20
E02004120,2903,1115,1303,125,31
E02004121,2800,1191,1231,127,24
E02004122,2472,1107,915,83,79
E02004123,2816,1081,914,300,42
E02004124,3141,1159,1104,596,27
E02004125,3775,1204,1460,551,39
E02004126,3009,976,1162,441,64
E02004128,4296,1645,1696,429,64
E02006919,3595,787,1690,346,27
E02006920,3155,690,1499,473,23
E02005334,2161,860,1103,19,8
E02005335,2824,1289,1086,160,30
E02005336,2903,645,1477,198,23
E02005337,3961,1692,1532,212,36
E02005338,4167,1428,1790,492,37
E02005339,3502,1236,1702,185,15
E02005340,3553,1363,1441,351,32
E02005341,2753,783,1407,306,22
E02005342,2802,1094,1170,285,22
E02005343,2797,1221,1168,168,23
E02005344,3146,1207,1330,340,24
E02006820,4117,1927,1605,232,34
E02005345,2600,958,1037,271,20
E02005346,4925,851,1303,1441,80
E02005347,3449,691,597,704,53
E02005348,2540,945,902,309,16
E02005349,2980,1123,1210,313,35
E02005350,2813,917,1215,322,24
E02005351,2328,712,585,522,40
E02005352,2421,1060,990,105,40
E02005353,3824,1014,1238,884,46
E02005354,3542,1785,1423,48,21
E02005355,2766,1040,1156,233,29
E02005356,2873,1141,1109,212,30
E02005357,3036,971,1362,282,26
E02005358,4281,1426,1902,486,47
E02005359,2390,1073,993,81,32
E02005360,2546,1264,854,117,57
E02005361,2778,838,1176,251,27
E02005362,2627,1005,1091,286,28
E02005363,2944,1443,1116,134,26
E02005364,2098,828,935,125,19
E02005365,3944,1592,1482,383,37
E02005366,2811,1052,1095,342,36
E02005368,2581,1062,887,194,66
E02005369,4128,1711,1540,374,44
E02005370,3422,1075,1860,174,20
E02005371,3970,1497,1777,246,42
E02005372,3749,1594,1550,222,52
E02005373,3773,1705,1555,129,39
E02005374,3008,810,923,752,38
E02005375,3518,1200,1510,168,28
E02005376,3940,1415,1531,538,48
E02006816,2809,1320,1130,126,24
E02005377,3568,1463,1449,322,29
E02005378,2183,885,994,111,14
E02005379,2532,1028,1042,223,17
E02005380,3562,1422,1327,367,52
E02005381,3378,1499,1246,365,44
E02005382,4390,1363,1714,720,38
E02005383,3908,1216,1640,559,41
E02005384,2646,1091,1103,147,40
E02005385,2525,1185,1076,34,15
E02005386,3870,1077,1415,372,37
E02005387,3858,1127,1817,365,18
E02005388,2564,813,970,403,32
E02005389,2619,1018,799,591,39
E02005390,3774,1672,1642,106,27
E02005391,4087,1599,1472,320,97
E02005392,3815,1568,1629,145,24
E02005393,3001,1101,1202,294,50
E02005394,3961,1108,1331,919,35
E02005395,3837,1312,1417,550,42
E02005396,2789,1040,917,174,90
E02005397,3576,1233,1365,369,41
E02005398,2598,969,912,243,43
E02005399,2752,907,1002,385,27
E02005400,2438,1041,863,302,23
E02005401,2345,972,920,229,39
E02005402,2498,984,899,407,28
E02005403,2966,1151,1219,310,39
E02005404,3145,1078,1224,551,34
E02005405,2828,828,753,1078,42
E02005406,3125,789,1228,463,41
E02005407,3481,1079,1804,184,31
E02005408,3074,1091,1082,496,38
E02005409,4302,1459,1810,581,31
E02005412,3310,1550,1071,291,54
E02005414,3245,1011,1164,728,49
E02005415,3256,1067,1273,371,27
E02005416,3613,1738,1539,66,23
E02006818,3277,1634,1309,61,26
E02006911,4638,2069,1975,93,33
E02005417,2935,1244,989,427,57
E02005418,4119,774,880,1471,68
E02005419,3591,900,840,439,46
E02005420,3623,1021,1136,956,59
E02005422,2569,1024,893,367,35
E02005423,4106,1334,1254,1034,48
E02006864,3361,1556,1264,174,34
E02006865,2987,1390,1161,97,28
E02005424,4281,1940,1602,237,63
E02005425,2688,1247,953,175,36
E02005426,4151,1323,1256,1040,51
E02005427,3379,1171,984,257,40
E02005428,3686,1691,856,531,52
E02005429,3244,1961,597,169,41
E02005430,3059,1503,854,193,68
E02005431,3643,1664,981,384,70
E02005432,3303,1528,903,163,118
E02005433,3259,1717,627,283,61
E02005434,3291,1285,930,428,48
E02005435,3292,1354,844,303,18
E02005436,3454,1472,968,392,59
E02005437,2695,601,547,173,26
E02005438,3016,975,713,934,39
E02005439,4599,1869,1373,373,76
E02005440,2272,857,632,390,63
E02005441,3578,1668,1173,280,83
E02005442,2710,484,601,1366,93
E02005443,3177,862,1076,673,40
E02005444,5257,1558,1642,472,94
E02005445,4806,721,1218,1713,82
E02005446,2840,463,564,472,48
E02005447,3202,470,733,523,48
E02005448,3126,549,1061,1094,59
E02005449,2891,901,1043,231,17
E02005450,3708,1388,1681,147,14
E02005451,3421,571,872,1454,61
E02005452,4687,1750,1944,584,43
E02005453,4569,2105,1911,50,46
E02005455,5113,1814,2254,276,74
E02005456,4023,1327,1332,570,56
E02005457,3565,1318,1341,495,61
E02005458,2764,1112,998,273,67
E02005459,3420,1143,1094,714,94
E02005460,2387,703,848,131,32
E02005461,2817,1238,889,245,51
E02005462,4123,1090,1364,843,79
E02005463,3530,1208,1637,195,26
E02005464,3591,1463,1289,418,55
E02006866,2792,1018,1104,343,18
E02006867,3278,1576,1232,141,27
E02005465,3523,1552,1242,407,39
E02005466,2699,1261,910,276,33
E02005467,3209,1257,1005,429,60
E02005468,3084,1348,1070,371,53
E02005469,3079,1169,1131,421,52
E02005470,4483,1558,1498,423,50
E02005471,3857,1250,1013,913,72
E02005472,4314,1673,1268,691,76
E02005473,3767,1369,1517,272,34
E02005474,2726,1261,990,224,33
E02005475,2523,925,1028,301,25
E02005476,3017,1120,1231,299,52
E02005477,3798,1731,1286,409,63
E02005478,4339,1434,1300,1036,75
E02005479,3558,1215,1448,287,37
E02005480,2861,542,849,1096,36
E02005481,4985,1148,1587,596,51
E02005482,4092,1350,1747,225,120
E02005483,3224,1158,1271,379,50
E02005484,3030,916,988,483,104
E02005485,2531,1080,1011,159,42
E02005486,3580,1076,1395,520,44
E02005487,3664,1479,1563,245,68
E02005488,2686,1043,995,359,34
E02005489,2985,974,1414,209,29
E02005490,4046,1194,1404,883,56
E02005491,4948,1798,1564,516,82
E02005492,4067,1631,1353,442,114
E02005493,3881,1549,1634,314,43
E02005494,4130,1604,1327,414,83
E02005495,4499,1238,1434,535,52
E02005496,2685,933,972,155,78
E02005497,2981,576,831,1315,38
E02005498,3152,1541,1092,202,50
E02005499,3317,1413,1326,223,44
E02005500,2867,1011,1130,168,48
E02005501,3112,1537,1117,148,49
E02005502,3694,1639,1336,330,63
E02005612,2744,783,1045,500,49
E02005613,3712,897,1453,838,53
E02005614,2907,755,1123,536,43
E02005615,3699,1191,1318,759,49
E02005616,2221,504,693,654,33
E02005617,4051,842,1181,1318,54
E02006862,2499,639,1160,392,34
E02006863,3382,306,1873,281,20
E02005619,2348,935,874,203,58
E02005620,3094,1042,1408,250,71
E02005621,2883,1179,1095,357,32
E02005622,3551,1407,1418,199,59
E02005623,3316,1392,1242,322,51
E02005624,3702,851,1795,521,23
