geography code,total,OW,SO,SR,PR
E02005625,3909,1074,1293,899,44
E02005626,2734,502,991,776,27
E02005627,2955,1009,1038,531,42
E02005628,3155,1142,1272,354,37
E02005629,2398,911,766,349,55
E02005630,3798,1454,1208,444,88
E02005631,4064,1195,1743,462,57
E02005632,2464,903,1022,312,31
E02005633,3555,1168,1516,454,28
E02005634,3568,882,1541,659,38
E02005635,3511,1028,1620,410,36
E02005636,4554,1417,1880,777,41
E02005637,3869,957,1334,817,44
E02005638,3881,1504,1963,53,24
E02005639,2246,894,762,196,73
E02005640,4390,1396,2016,425,51
E02005641,3366,1106,1249,478,44
E02005642,3277,1101,1614,115,30
E02005643,3420,592,1042,1298,64
E02005644,3645,673,1315,247,34
E02005645,5081,1310,1638,932,107
E02005646,2700,1234,1142,43,23
E02005647,3145,875,1152,717,40
E02005648,2897,1262,1320,75,22
E02005649,5534,1627,2584,661,74
E02005650,2373,915,970,189,21
E02005651,2744,1308,1164,38,20
E02005652,2609,1066,1000,280,44
E02005653,3162,511,1259,848,44
E02005654,3228,516,1415,883,18
E02005655,2560,1090,999,231,29
E02005656,2286,384,713,869,25
E02005657,2784,1082,1075,216,21
E02005658,2569,378,784,835,47
E02005659,2247,879,820,355,33
E02005660,2294,421,873,706,44
E02005661,2534,467,890,812,38
E02005662,2772,876,1134,253,33
E02005663,2348,827,1134,31,17
E02005664,2493,541,888,365,28
E02005665,3003,790,1457,323,27
E02005666,3330,382,922,1540,69
E02005667,2676,834,936,584,35
E02005668,2598,1170,1071,156,18
E02005669,2251,1059,990,33,16
E02005670,4056,294,745,1685,86
E02005671,3102,655,1178,196,26
E02005672,3292,385,870,385,30
E02005673,3249,801,1101,442,50
E02005674,3341,596,787,757,55
E02005675,2340,337,1003,663,29
E02005676,2389,506,1000,562,41
E02005677,3601,820,1343,353,42
E02005678,3986,909,2175,303,24
E02005679,3565,827,1932,89,20
E02005680,2949,681,1821,131,15
E02005681,3286,1393,1226,368,49
E02005682,2673,1032,975,279,46
E02005683,5212,1590,2493,477,59
E02005684,3311,1243,1402,254,45
E02005685,3408,982,1436,546,35
E02005686,3037,1214,1178,276,70
E02005687,2356,855,963,225,46
E02005688,3453,1205,1592,289,38
E02005689,2951,912,1653,59,17
E02005690,2363,619,952,402,30
E02005691,2667,984,943,330,95
E02005692,2981,1031,1071,509,52
E02005693,3276,913,1186,752,43
E02005694,3059,1098,1606,59,16
E02005695,3248,716,991,386,46
E02005696,2458,472,807,916,32
E02005697,2964,659,791,832,50
E02005698,2368,724,858,539,34
E02005699,3164,612,1335,896,32
E02005700,3860,1631,1451,343,39
E02005701,4679,1728,1921,444,76
E02005819,2668,1054,824,391,29
E02005820,2513,1075,966,151,41
E02005821,2795,712,926,770,34
E02005822,3974,923,1422,613,61
E02005823,3214,655,758,1312,67
E02005824,4097,1529,1679,359,44
E02005825,3241,1212,1128,530,28
E02005826,2602,531,797,861,42
E02005827,3453,1282,1498,281,34
E02005828,3116,1302,1149,318,30
E02005829,2785,1072,1056,394,43
E02005830,2642,1120,989,209,33
E02005831,3686,1221,1595,491,38
E02005832,4034,989,1457,606,60
E02005833,3041,1325,1346,120,25
E02005834,3070,950,954,852,64
E02005835,4289,1476,1527,716,66
E02005836,3809,1653,1454,363,57
E02005837,2825,1204,990,274,61
E02005838,3495,1316,1173,646,52
E02005839,2793,940,922,604,66
E02005840,3501,1007,1789,295,23
E02005842,3756,1271,1243,649,55
E02005843,2662,693,1137,405,29
E02005844,3411,1007,1125,645,39
E02005846,2835,447,708,940,52
E02005847,2921,1069,1011,255,45
E02005848,2751,998,923,281,153
E02005849,3662,1523,1321,378,52
E02006903,4957,1691,1669,1128,76
E02005850,2942,1346,1118,161,31
E02005851,2614,688,787,751,67
E02005852,3426,1616,1347,151,42
E02005853,3876,1385,1531,547,45
E02005856,3104,1630,1006,152,35
E02005857,2666,831,963,467,37
E02005858,3085,969,982,454,38
E02005859,3853,1301,1488,517,45
E02005860,3809,959,914,621,59
E02005861,2453,758,914,261,10
E02005862,3356,1116,1078,694,51
E02005863,3132,1381,1130,178,33
E02005864,3350,1279,1543,76,28
E02006906,5154,2092,2286,188,49
E02005865,3414,1730,1241,150,61
E02005866,3873,1588,1365,365,51
E02005868,2798,1130,1029,347,35
E02005869,2446,665,782,680,37
E02005870,2957,810,1029,523,37
E02005871,3153,1407,1219,136,20
E02005872,2512,1260,869,102,30
E02005873,4272,2059,1631,24,29
E02005874,3708,1473,1539,216,25
E02005875,2983,1095,1231,369,34
E02005876,3700,1346,1527,314,42
E02005877,3169,1136,1320,204,19
E02005878,4393,1349,1518,741,64
E02005879,3451,688,1425,477,21
E02006835,2520,867,1081,278,21
E02005880,2527,931,733,566,34
E02005881,2408,811,748,459,43
E02005882,3355,1427,1341,356,38
E02005883,3347,823,1072,957,49
E02005884,2653,965,1133,98,15
E02005885,3577,1178,1067,917,63
E02005886,4231,1618,1791,386,32
E02005887,4048,957,1001,602,54
E02005888,3726,620,915,1366,54
E02005889,4406,1461,1549,901,77
E02005890,2790,1229,1281,47,9
E02005891,2839,529,618,1474,37
E02005892,5021,2109,2170,70,32
E02005893,4277,1343,1311,943,102
E02005894,4095,1332,1573,717,48
E02005895,3356,1548,1149,237,60
E02005896,3156,1449,1107,274,38
E02005897,3652,1501,1275,501,57
E02005898,4555,1424,1830,692,65
E02005899,4955,1073,1478,1086,73
E02005900,3069,1376,921,300,54
E02005901,3827,1221,1392,425,50
E02005902,3602,1128,1072,1048,71
E02005903,4303,1624,1720,432,55
E02005904,3466,1186,1556,240,41
E02005905,2460,1194,925,155,23
E02005906,2615,1136,997,187,35
E02005907,3889,1357,1652,444,22
E02005908,3840,1766,1381,303,34
E02005909,3229,1084,1451,120,18
E02005910,3821,828,1167,343,28
E02005911,3501,1228,1563,160,23
E02005912,3627,1386,1466,249,32
E02005913,2764,1149,949,401,22
E02005914,2928,957,1243,454,21
E02005915,2397,1051,930,154,25
E02005916,3146,1124,1244,361,28
E02005917,2378,1369,816,34,22
E02005918,2260,1054,748,236,26
E02005919,2425,1006,782,284,51
E02005920,3015,1478,1113,124,37
E02002905,2650,1277,717,152,79
E02002906,2497,960,659,464,27
E02002907,2687,923,697,490,41
E02002908,3635,1814,898,305,108
E02002909,4444,1893,1226,576,96
E02002910,3420,1563,777,405,112
E02002911,3790,1523,1105,435,86
E02002912,2763,1182,994,221,38
E02002913,2399,1169,655,274,47
E02002914,4010,1377,1365,464,46
E02002915,2832,1281,923,253,33
E02002916,4424,973,1072,1070,79
E02002917,3032,1088,1063,264,50
E02002918,2422,1212,863,152,30
E02002919,3855,948,1226,1066,53
E02002920,2741,1019,1043,246,36
E02002921,3176,573,789,1516,44
E02002922,2601,1154,771,238,69
E02002923,4315,1751,1211,589,56
E02002924,2573,1330,621,198,69
E02002925,4433,1750,1406,446,96
E02002926,4784,1860,1372,763,65
E02002927,4836,2247,1464,316,125
E02006008,3316,1117,1077,603,55
E02006009,2717,1062,692,362,34
E02006010,4799,1754,1414,769,89
E02006011,2683,1110,843,325,48
E02006012,2818,1052,921,331,50
E02006013,3195,1269,952,288,101
E02006014,3832,1658,1079,409,114
E02006015,4282,1403,1355,659,54
E02006016,3019,1336,995,249,67
E02006017,3098,1262,942,328,61
E02006018,5144,1822,1707,802,71
E02006019,2626,1019,819,361,28
E02006020,2422,850,845,284,43
E02006021,3015,1289,1162,227,50
E02006022,2275,799,734,248,35
E02006023,3829,1488,1274,628,101
E02006024,4098,1251,1500,850,43
E02006025,4205,1439,1196,592,62
E02006026,2785,1136,1006,280,44
E02006027,2188,1055,721,154,27
E02006028,3661,1420,1262,359,72
E02006029,3316,926,1096,1016,45
E02006030,2904,825,1180,573,32
E02006031,3471,865,1209,602,32
E02006032,3695,1010,1276,1070,59
E02006033,3889,1184,999,371,54
E02006034,3746,1391,1391,318,38
E02006035,2553,1286,812,226,29
E02006036,2969,1031,1000,314,39
E02006037,3999,1633,1358,513,48
E02006038,3223,1473,1081,264,44
E02006039,3239,1433,1001,444,57
E02006040,2981,1284,840,225,97
E02006041,2472,1099,588,272,81
E02006042,2647,1414,626,270,55
E02006043,2946,1169,681,357,117
E02006044,2750,1464,575,195,87
E02006045,5173,2196,1240,922,62
E02006046,3694,1724,1071,388,62
E02002951,3204,1099,1333,530,41
E02002952,2837,701,1032,708,47
E02002953,3090,837,894,1151,51
E02002954,3619,1154,1020,1086,52
E02002955,3012,731,846,556,52
E02002956,3855,1121,1232,935,61
E02002957,4274,1899,1671,217,47
E02002958,3568,1026,1235,831,70
E02002959,3665,718,857,1018,77
E02002960,2459,925,936,389,31
E02002961,2857,728,717,628,86
E02002962,3004,583,612,1572,60
E02002963,3559,800,1058,818,80
E02002964,3846,1442,1195,843,55
E02002965,2719,476,647,745,74
E02002966,3900,698,816,986,73
E02002967,4212,618,684,2506,85
E02002968,3980,1153,1358,509,41
E02002969,4125,911,1158,789,70
E02002970,3861,895,1172,897,57
E02002971,2262,759,898,209,28
E02002972,2844,659,821,984,76
E02002973,3496,820,1106,967,44
E02002974,2415,1126,812,330,27
E02002975,3136,1113,1710,109,23
E02002976,2420,877,815,550,36
E02002977,2814,972,700,782,73
E02002978,2793,650,656,1096,44
E02002979,2075,663,666,281,46
E02002980,2692,1291,903,282,44
E02002981,3238,747,1178,1001,41
E02002982,3194,546,769,1529,71
E02002983,2269,896,1104,128,16
E02002984,2281,994,1108,37,10
E02002928,2365,840,902,297,22
E02002929,2135,979,742,138,48
E02002930,2388,885,757,297,35
E02002931,2472,872,1183,172,18
E02002932,3417,617,1104,1146,47
E02002933,3382,1186,1450,387,27
E02002934,2365,614,1027,373,25
E02002935,2724,996,969,377,29
E02002936,3174,567,1155,818,56
E02002937,4095,1454,1708,300,57
E02002938,2631,679,786,658,54
E02002939,2893,962,873,615,39
E02002940,2693,691,955,579,40
E02002941,4063,1046,1512,951,45
E02002942,2267,762,1048,124,14
E02002943,3528,712,1764,559,25
E02002944,3189,445,883,1321,43
E02002945,3588,705,1383,856,34
E02002946,3407,802,1377,697,41
E02002947,2671,568,953,573,22
E02002948,2475,427,673,701,21
E02002949,2429,652,763,663,36
E02002950,2257,645,636,504,36
E02006118,3032,1387,1292,55,27
E02006119,3481,877,1250,747,44
E02006120,3698,1219,1435,522,23
E02006121,2293,621,932,473,33
E02006122,2839,840,1091,387,36
E02006123,2616,710,1247,377,29
E02006124,2992,723,890,1036,61
E02006125,3248,894,1047,853,41
E02006126,3372,1057,1552,328,40
E02006127,2797,537,1762,134,11
E02006128,3745,1628,1196,459,54
E02006129,3461,813,1050,1038,57
E02006130,3090,1082,1222,471,36
E02006131,3152,1350,1081,283,86
E02006132,2535,953,945,455,23
E02006133,2942,939,1178,326,28
E02006134,3951,1750,1448,378,62
E02006135,3285,1447,1436,113,26
E02006136,3208,1510,1123,194,62
E02006137,3673,1079,1221,793,41
E02006138,2502,602,812,459,24
E02006139,2931,746,758,487,44
E02006140,3430,1134,1099,811,34
E02006141,4377,952,1189,563,61
E02006142,2211,925,1083,26,17
E02006143,3033,1061,1304,188,21
E02006144,3636,984,1025,1174,47
E02006145,2385,1142,863,117,17
E02006146,2896,1112,1170,300,23
E02006147,3000,1135,1307,269,32
E02006148,2945,1332,1223,167,28
E02006149,4590,1023,1161,1692,82
E02006150,4902,2186,1891,362,48
E02006151,3693,1290,1455,574,33
E02006152,4268,1548,1732,448,34
E02006153,2767,1158,1031,209,40
E02006154,4115,2077,1604,152,28
E02006155,2315,595,831,633,32
E02006156,3046,1549,1138,159,28
E02006157,2687,943,906,481,41
E02006158,3543,1566,1639,97,24
E02006159,2480,784,792,498,32
E02006160,3588,1172,1129,952,46
E02006161,2783,1075,1355,135,29
E02006162,3678,1447,1327,558,42
E02006163,3226,996,1107,866,43
E02006164,3179,700,905,1122,52
E02006165,3448,1031,1324,534,42
E02006166,3103,1297,1343,105,22
E02006167,3942,817,950,1739,66
E02006168,4189,943,906,1252,70
E02006169,2167,750,603,480,31
E02006170,2236,941,789,240,28
E02006171,4000,1547,1268,856,49
E02006172,4171,2066,1594,251,43
E02006173,2841,1363,1032,155,46
E02006174,4264,1784,1504,466,72
E02006175,2641,742,1137,514,28
E02006176,3146,1336,940,348,80
E02006177,3968,1661,1596,442,27
E02006178,3198,1142,1173,627,39
E02006179,2787,1193,1121,241,35
E02006180,2590,932,925,546,25
E02006181,2567,878,731,769,37
E02006182,2751,1344,1054,121,33
E02006183,3090,1222,1355,147,27
E02006184,2274,621,916,505,21
E02006185,3113,1106,895,793,42
E02006186,4995,2388,1786,361,59
E02006187,3074,1460,976,313,50
E02006188,2521,1187,908,236,28
E02006189,3086,1389,984,347,63
E02006190,4676,1499,1565,771,65
E02006191,3268,1420,1374,110,49
E02006192,3388,1429,1201,316,50
E02006193,2780,1295,1092,123,26
E02006194,3222,943,1043,835,37
E02006195,3543,1541,1407,258,46
E02006196,2856,471,730,774,45
E02006197,4233,707,1196,712,57
E02006198,3111,1326,1307,48,27
E02006199,3359,1370,1449,205,24
E02006200,3546,690,1052,1489,47
E02006201,5006,2615,2004,37,44
E02006202,3641,1547,1384,307,66
E02006203,3467,830,1204,1050,46
E02006204,3127,1225,961,599,43
E02006205,3058,1667,1147,37,26
E02006206,3424,824,1248,839,39
E02006207,2785,1552,975,83,26
E02006208,3911,1134,1297,536,63
E02006209,4594,2073,1845,267,53
E02006210,2377,1188,680,156,63
E02006211,2708,1526,913,90,20
E02006212,3307,1784,1243,69,34
E02006213,2844,1184,949,389,53
E02006214,2685,1042,930,368,31
E02006215,3382,1650,1273,137,51
E02006216,3570,1564,1541,129,53
E02006217,3649,1559,1358,446,33
E02006218,3877,867,922,1270,73
E02006219,3101,854,1333,627,25
E02006220,3167,1162,1187,491,39
E02006221,2540,636,1235,205,18
E02006222,2716,687,1083,594,23
E02006223,2756,278,790,1425,28
E02006224,2946,678,1681,330,16
E02006225,3013,1101,1467,148,21
E02006226,3852,968,1887,572,24
E02006468,4174,1527,1768,465,37
E02006469,3507,1053,1241,738,35
E02006470,4824,1519,1521,1103,70
E02006471,2864,1231,1157,237,32
E02006472,3703,1229,1428,577,55
E02006473,4275,1575,1755,387,51
E02006474,2465,873,985,212,38
E02006475,3080,1416,1162,262,21
E02006476,3075,774,993,802,44
E02006477,2733,1267,1212,50,16
E02006478,3176,882,1778,146,17
E02006479,3982,954,1139,736,46
E02006480,3184,832,1133,784,40
E02006481,2885,838,1099,487,29
E02006482,2797,899,1241,188,25
E02006483,3235,836,886,1023,51
E02006484,3292,874,1257,588,27
E02006485,2807,1395,1251,9,10
E02006486,2966,1037,1302,307,27
E02006487,2985,961,877,859,49
E02006488,2794,1465,863,243,24
E02006489,3341,868,1441,467,28
E02006490,3074,1043,1352,344,24
E02006806,3305,1204,1356,338,30
E02006492,4405,1542,1728,383,58
E02006493,3671,770,1669,737,21
E02006494,3075,656,750,1021,55
E02006495,3195,1352,1297,280,31
E02006496,3033,613,1031,351,26
E02006497,3388,741,1232,586,29
E02006498,4435,1160,2142,668,28
E02006499,2463,1057,1138,50,19
E02006500,2358,799,630,438,70
E02006501,3895,1469,1478,535,53
E02006502,4648,1991,1532,665,51
E02006503,3309,1622,1090,279,49
E02006504,2287,1076,796,162,43
E02006505,3044,1479,869,369,39
E02006506,2513,937,873,374,45
E02006507,3759,1360,1448,553,30
E02006508,3920,1540,1494,420,61
E02006509,2752,928,823,583,49
E02006510,2606,1322,874,152,29
E02006511,3815,1489,1328,550,64
E02006512,5000,1512,1486,947,43
E02006513,3168,1272,1209,209,31
E02006514,4226,1697,1195,444,49
E02006515,3769,1472,1434,428,45
E02006516,3740,1360,1282,536,77
E02006517,3088,1145,1129,364,50
E02006518,4241,1726,1310,622,99
E02006519,3487,1490,1172,236,43
E02006520,3658,1475,1524,186,32
E02006521,3236,1561,1088,292,26
E02006522,2327,988,841,154,61
E02006523,4228,1805,1514,315,63
E02006524,2442,619,690,928,40
E02006525,5845,1750,1770,634,56
E02006526,3630,1269,1338,606,29
E02006527,4115,1246,1288,427,45
E02006528,4693,1107,1417,805,47
E02006529,5238,1128,1899,1030,71
E02006530,4480,1513,1752,463,39
E02006531,3865,604,920,1122,60
E02006532,3587,1279,1622,284,35
E02006533,3848,1323,1629,384,32
E02001827,2578,1087,952,306,26
E02001828,3141,1398,1065,278,41
E02001829,3446,1534,1542,96,19
E02001830,3954,1937,1428,149,34
E02001831,4399,1146,1623,1177,54
E02001832,3437,1329,1447,274,42
E02001833,2288,975,974,176,17
E02001834,2480,685,918,527,46
E02001835,3496,1260,1328,156,44
E02001836,3672,1549,1540,216,23
E02001837,4098,734,1267,1534,70
E02001838,3082,1319,1430,60,35
E02001839,2810,940,1069,393,32
E02001840,3586,572,1039,1462,78
E02001841,2414,1282,908,26,21
E02001842,3024,1216,1259,124,28
E02001843,2713,1088,1134,44,27
E02001844,4459,1314,1671,600,48
E02001845,2575,727,1262,161,16
E02001846,3359,712,1140,970,62
E02001847,2399,942,996,156,22
E02001848,2545,618,807,739,45
E02001849,3211,614,853,937,54
E02001850,3059,1057,1210,173,41
E02001851,3705,864,1426,929,69
E02001852,2687,741,975,408,44
E02001854,3252,872,1163,668,58
E02001855,4247,722,866,2368,62
E02001856,3451,816,1291,296,47
E02001857,5340,937,1432,1306,86
E02001858,3126,660,732,780,54
E02001859,2722,818,664,470,76
E02001860,2852,763,695,596,61
E02001861,3160,704,517,1203,84
E02001862,3337,834,768,945,74
E02001863,2350,583,510,754,67
E02001864,2248,308,528,1156,57
E02001865,3324,968,709,835,91
E02001866,2576,493,480,1140,57
E02001867,2076,331,457,1020,56
E02001868,2637,1087,1040,109,34
E02001869,2433,198,288,1721,56
E02001870,3575,1082,1283,469,58
E02001871,3543,773,940,1470,85
E02001872,3128,679,951,1164,89
E02001873,3949,719,719,1331,121
E02001874,2737,675,594,956,79
E02001875,3264,272,464,1697,97
E02001876,3136,165,292,1882,113
E02001877,2867,758,635,852,76
E02001878,2707,585,513,1008,76
E02001879,3155,634,619,1008,68
E02001880,3479,501,1088,1396,67
E02001881,2943,655,781,945,86
E02001882,3144,828,900,827,33
E02001883,3615,667,1009,1437,79
E02001884,2447,582,757,514,60
E02001886,3231,798,834,377,46
E02001888,2400,557,809,726,37
E02001889,2276,611,671,415,50
E02001890,4450,890,828,754,77
E02001892,3534,656,998,1304,76
E02001893,3168,1064,1170,515,40
E02001895,3259,822,940,1138,77
E02001896,2422,715,590,393,63
E02001897,2818,359,358,1671,99
E02001898,2664,1071,1223,119,27
E02001899,3216,1334,1172,190,48
E02001900,2625,546,484,944,68
E02001901,3677,980,1137,369,67
E02001902,2487,790,1041,297,22
E02001903,2016,519,368,684,66
E02001904,2618,563,871,453,44
E02001905,2578,795,732,156,81
E02001906,3798,1360,1448,507,42
E02001907,4115,1526,1525,479,52
E02001908,2178,715,547,387,55
E02001909,2298,527,475,728,58
E02001910,2330,477,389,905,48
E02001911,3317,601,813,1446,81
E02001913,3289,719,578,969,68
E02001914,2195,677,649,321,41
E02001915,4852,1015,1736,857,71
E02001916,3085,754,965,707,47
E02001918,4081,781,925,1104,45
E02001919,2624,792,722,271,43
E02001920,3256,758,921,1252,66
E02001921,3283,876,1000,916,58
E02001922,2994,298,197,328,33
E02001923,3380,1208,1092,369,60
E02001924,2396,723,871,442,59
E02001925,2812,903,803,530,44
E02001926,2829,828,747,329,44
E02001927,3205,660,1017,1096,65
E02001928,3003,663,904,1150,67
E02001929,3690,670,1189,1286,84
E02001930,3203,960,1243,266,45
E02001931,3067,1181,1086,385,31
E02001932,2853,524,834,1192,64
E02001933,3119,799,1199,661,37
E02001934,2297,948,916,103,26
E02001935,3238,1086,896,939,31
E02001936,2570,1038,903,359,34
E02001937,3249,773,984,1083,63
E02001938,3286,718,1352,473,32
E02001939,2882,517,459,1572,35
E02001941,2519,598,776,802,58
E02001942,2971,807,977,613,25
E02001943,2593,692,1039,544,33
E02001944,3411,908,1451,562,44
E02001945,3098,522,1048,1178,50
E02001946,3193,1238,1294,315,25
E02001947,2869,466,608,1567,90
E02001948,3073,1028,1308,347,26
E02001949,2483,600,860,695,22
E02001950,3608,1273,1383,435,32
E02001951,3573,465,991,1850,78
E02001952,4055,651,994,1923,107
E02001953,2963,1124,1117,484,33
E02001954,3400,499,865,1705,81
E02001955,2738,580,1049,700,24
E02001956,2684,744,1181,382,40
E02001957,3283,1179,1410,341,28
E02006807,3013,1142,1332,65,34
E02006809,3083,1289,1293,95,40
E02006895,3179,187,460,1385,63
E02006896,3102,159,398,902,44
E02006897,3150,168,315,1591,82
E02006898,3371,270,629,960,47
E02006899,3433,177,456,440,43
E02006900,4067,1086,978,1021,99
E02006901,4174,1110,1369,379,73
E02001958,3268,892,1124,420,41
E02001959,2378,984,927,78,15
E02001961,3277,719,842,1160,32
E02001962,2215,592,672,335,39
E02001963,2441,956,946,259,20
E02001964,3282,463,542,1924,41
E02001965,3309,1020,1334,440,40
E02001966,2228,558,517,364,55
E02001967,2648,1230,975,143,26
E02001968,2693,763,1038,124,27
E02001969,2677,674,866,548,35
E02001970,2474,1105,719,112,31
E02001971,2401,879,975,224,20
E02001972,3644,617,556,1283,78
E02001973,3414,646,1036,867,33
E02001974,3906,1512,1639,69,31
E02001975,2974,1087,1313,51,23
E02001976,3126,904,949,644,29
E02001977,4097,527,862,996,75
E02001978,2538,830,1022,57,33
E02001979,2465,1170,974,19,23
E02001980,2568,1292,1001,12,18
E02001981,4334,555,557,1510,109
E02001982,3068,981,1301,410,27
E02001983,3268,1085,1378,228,26
E02001984,3515,1100,1394,211,34
E02001985,3071,460,490,440,39
E02001986,3587,775,985,1382,67
E02001987,2609,526,726,125,22
